order,structure_ID,lowered_ID,structure_id_path,very_general_region,general_region,full_structure_name,collapsed_region_name,abbreviation,collapsed_region,other_abbreviation,other_abbreviation_defined,layer,sunburst,R,G,B
265,22,22,/997/8/567/688/695/315/22/,Isocortex,Posterior parietal association,Posterior parietal association areas,Posterior parietal association,PTLp,PTLp,,,,"PTLp: rgb(0,159,172)",0,159,172
266,312782546,NaN,/997/8/567/688/695/315/22/312782546/,Isocortex,Posterior parietal association,Anterior area,Posterior parietal association,VISa,PTL,a,anterior,,"VISa: rgb(0,159,171)",0,159,171
267,312782550,NaN,/997/8/567/688/695/315/22/312782546/312782550/,Isocortex,Posterior parietal association,"Anterior area, layer 1",Posterior parietal association,VISa1,PTL,a,anterior,1,"VISa1: rgb(1,159,172)",1,159,172
268,312782554,NaN,/997/8/567/688/695/315/22/312782546/312782554/,Isocortex,Posterior parietal association,"Anterior area, layer 2/3",Posterior parietal association,VISa2/3,PTL,a,anterior,2/3,"VISa2/3: rgb(0,158,171)",0,158,171
269,312782558,NaN,/997/8/567/688/695/315/22/312782546/312782558/,Isocortex,Posterior parietal association,"Anterior area, layer 4",Posterior parietal association,VISa4,PTL,a,anterior,4,"VISa4: rgb(1,158,172)",1,158,172
270,312782562,NaN,/997/8/567/688/695/315/22/312782546/312782562/,Isocortex,Posterior parietal association,"Anterior area, layer 5",Posterior parietal association,VISa5,PTL,a,anterior,5,"VISa5: rgb(1,158,171)",1,158,171
271,312782566,NaN,/997/8/567/688/695/315/22/312782546/312782566/,Isocortex,Posterior parietal association,"Anterior area, layer 6a",Posterior parietal association,VISa6a,PTL,a,anterior,6a,"VISa6a: rgb(0,157,172)",0,157,172
272,312782570,NaN,/997/8/567/688/695/315/22/312782546/312782570/,Isocortex,Posterior parietal association,"Anterior area, layer 6b",Posterior parietal association,VISa6b,PTL,a,anterior,6b,"VISa6b: rgb(2,159,172)",2,159,172
273,417,417,/997/8/567/688/695/315/22/417/,Isocortex,Posterior parietal association,Rostrolateral visual area,Posterior parietal association,VISrl,PTL,rl,rostrolateral,,"VISrl: rgb(0,158,170)",0,158,170
274,312782604,NaN,/997/8/567/688/695/315/22/417/312782604/,Isocortex,Posterior parietal association,"Rostrolateral area, layer 1",Posterior parietal association,VISrl1,PTL,rl,rostrolateral,1,"VISrl1: rgb(2,159,171)",2,159,171
275,312782608,NaN,/997/8/567/688/695/315/22/417/312782608/,Isocortex,Posterior parietal association,"Rostrolateral area, layer 2/3",Posterior parietal association,VISrl2/3,PTL,rl,rostrolateral,2/3,"VISrl2/3: rgb(2,158,172)",2,158,172
276,312782612,NaN,/997/8/567/688/695/315/22/417/312782612/,Isocortex,Posterior parietal association,"Rostrolateral area, layer 4",Posterior parietal association,VISrl4,PTL,rl,rostrolateral,4,"VISrl4: rgb(1,158,170)",1,158,170
277,312782616,NaN,/997/8/567/688/695/315/22/417/312782616/,Isocortex,Posterior parietal association,"Rostrolateral area, layer 5",Posterior parietal association,VISrl5,PTL,rl,rostrolateral,5,"VISrl5: rgb(1,157,171)",1,157,171
278,312782620,NaN,/997/8/567/688/695/315/22/417/312782620/,Isocortex,Posterior parietal association,"Rostrolateral area, layer 6a",Posterior parietal association,VISrl6a,PTL,rl,rostrolateral,6a,"VISrl6a: rgb(2,158,171)",2,158,171
279,312782624,NaN,/997/8/567/688/695/315/22/417/312782624/,Isocortex,Posterior parietal association,"Rostrolateral area, layer 6b",Posterior parietal association,VISrl6b,PTL,rl,rostrolateral,6b,"VISrl6b: rgb(0,157,170)",0,157,170
280,541,541,/997/8/567/688/695/315/541/,Isocortex,Temporal,Temporal association areas,Temporal,TEa,TEa,,,,"TEa: rgb(22,176,179)",22,176,179
281,97,97,/997/8/567/688/695/315/541/97/,Isocortex,Temporal,"Temporal association areas, layer 1",Temporal,TEa1,TEa,,,1,"TEa1: rgb(21,176,179)",21,176,179
282,1127,1127,/997/8/567/688/695/315/541/1127/,Isocortex,Temporal,"Temporal association areas, layer 2/3",Temporal,TEa2/3,TEa,,,2/3,"TEa2/3: rgb(22,175,179)",22,175,179
283,234,234,/997/8/567/688/695/315/541/234/,Isocortex,Temporal,"Temporal association areas, layer 4",Temporal,TEa4,TEa,,,4,"TEa4: rgb(21,176,178)",21,176,178
284,289,289,/997/8/567/688/695/315/541/289/,Isocortex,Temporal,"Temporal association areas, layer 5",Temporal,TEa5,TEa,,,5,"TEa5: rgb(21,175,179)",21,175,179
285,729,729,/997/8/567/688/695/315/541/729/,Isocortex,Temporal,"Temporal association areas, layer 6a",Temporal,TEa6a,TEa,,,6a,"TEa6a: rgb(21,175,178)",21,175,178
286,786,786,/997/8/567/688/695/315/541/786/,Isocortex,Temporal,"Temporal association areas, layer 6b",Temporal,TEa6b,TEa,,,6b,"TEa6b: rgb(22,176,178)",22,176,178
287,922,922,/997/8/567/688/695/315/922/,Isocortex,Perirhinal,Perirhinal area,Perirhinal,PERI,PERI,,,,"PERI: rgb(15,150,131)",15,150,131
288,335,335,/997/8/567/688/695/315/922/335/,Isocortex,Perirhinal,"Perirhinal area, layer 6a",Perirhinal,PERI6a,PERI,,,6a,"PERI1: rgb(14,149,132)",14,149,132
289,368,368,/997/8/567/688/695/315/922/368/,Isocortex,Perirhinal,"Perirhinal area, layer 6b",Perirhinal,PERI6b,PERI,,,6b,"PERI2/3: rgb(14,149,131)",14,149,131
290,540,540,/997/8/567/688/695/315/922/540/,Isocortex,Perirhinal,"Perirhinal area, layer 1",Perirhinal,PERI1,PERI,,,1,"PERI5: rgb(15,150,132)",15,150,132
291,692,692,/997/8/567/688/695/315/922/692/,Isocortex,Perirhinal,"Perirhinal area, layer 5",Perirhinal,PERI5,PERI,,,5,"PERI6a: rgb(14,150,132)",14,150,132
292,888,888,/997/8/567/688/695/315/922/888/,Isocortex,Perirhinal,"Perirhinal area, layer 2/3",Perirhinal,PERI2/3,PERI,,,2/3,"PERI6b: rgb(14,150,131)",14,150,131
293,895,895,/997/8/567/688/695/315/895/,Isocortex,Ectorhinal,Ectorhinal area,Ectorhinal,ECT,ECT,,,,"ECT: rgb(13,158,145)",13,158,145
294,836,836,/997/8/567/688/695/315/895/836/,Isocortex,Ectorhinal,Ectorhinal area/Layer 1,Ectorhinal,ECT1,ECT,,,1,"ECT1: rgb(13,159,144)",13,159,144
295,427,427,/997/8/567/688/695/315/895/427/,Isocortex,Ectorhinal,Ectorhinal area/Layer 2/3,Ectorhinal,ECT2/3,ECT,,,2/3,"ECT2/3: rgb(13,159,145)",13,159,145
296,988,988,/997/8/567/688/695/315/895/988/,Isocortex,Ectorhinal,Ectorhinal area/Layer 5,Ectorhinal,ECT5,ECT,,,5,"ECT5: rgb(13,158,144)",13,158,144
297,977,977,/997/8/567/688/695/315/895/977/,Isocortex,Ectorhinal,Ectorhinal area/Layer 6a,Ectorhinal,ECT6a,ECT,,,6a,"ECT6a: rgb(14,159,145)",14,159,145
298,1045,1045,/997/8/567/688/695/315/895/1045/,Isocortex,Ectorhinal,Ectorhinal area/Layer 6b,Ectorhinal,ECT6b,ECT,,,6b,"ECT6b: rgb(14,159,144)",14,159,144
299,698,698,/997/8/567/688/695/698/,Olfactory,Olfactory,Olfactory areas,Olfactory,OLF,OLF,,,,"OLF: rgb(153,210,189)",153,210,189
300,507,507,/997/8/567/688/695/698/507/,Olfactory,Olfactory,Main olfactory bulb,Main olfactory bulb,MOB,MOB,,,,"MOB: rgb(154,209,189)",154,209,189
301,151,151,/997/8/567/688/695/698/151/,Olfactory,Olfactory,Accessory olfactory bulb,Accessory olfactory bulb,AOB,AOB,,,,"AOB: rgb(157,240,210)",157,240,210
302,188,188,/997/8/567/688/695/698/151/188/,Olfactory,Olfactory,"Accessory olfactory bulb, glomerular layer",Accessory olfactory bulb,AOBgl,AOB,gl,glomerular layer,,"AOBgl: rgb(157,240,209)",157,240,209
303,196,196,/997/8/567/688/695/698/151/196/,Olfactory,Olfactory,"Accessory olfactory bulb, granular layer",Accessory olfactory bulb,AOBgr,AOB,gr,granular layer,,"AOBgr: rgb(149,228,200)",149,228,200
304,204,204,/997/8/567/688/695/698/151/204/,Olfactory,Olfactory,"Accessory olfactory bulb, mitral layer",Accessory olfactory bulb,AOBmi,AOB,mi,mitral layer,,"AOBmi: rgb(157,239,210)",157,239,210
305,159,159,/997/8/567/688/695/698/159/,Olfactory,Olfactory,Anterior olfactory nucleus,Anterior olfactory nucleus,AON,AON,,,,"AON: rgb(84,191,148)",84,191,148
306,589,589,/997/8/567/688/695/698/589/,Olfactory,Olfactory,Taenia tecta,Taenia tecta,TT,TT,,,,"TT: rgb(98,207,159)",98,207,159
307,597,597,/997/8/567/688/695/698/589/597/,Olfactory,Olfactory,"Taenia tecta, dorsal part",Taenia tecta,TTd,TT,d,dorsal,,"TTd: rgb(97,208,159)",97,208,159
308,605,605,/997/8/567/688/695/698/589/605/,Olfactory,Olfactory,"Taenia tecta, ventral part",Taenia tecta,TTv,TT,v,ventral,,"TTv: rgb(98,207,158)",98,207,158
309,814,814,/997/8/567/688/695/698/814/,Olfactory,Olfactory,Dorsal peduncular area,Dorsal peduncular area,DP,DP,,,,"DP: rgb(163,218,163)",163,218,163
310,961,961,/997/8/567/688/695/698/961/,Olfactory,Olfactory,Piriform area,Piriform area,PIR,PIR,,,,"PIR: rgb(106,202,185)",106,202,185
311,619,619,/997/8/567/688/695/698/619/,Olfactory,Olfactory,Nucleus of the lateral olfactory tract,Nucleus of the lateral olfactory tract,NLOT,NLOT,,,,"NLOT: rgb(149,227,199)",149,227,199
312,260,260,/997/8/567/688/695/698/619/260/,Olfactory,Olfactory,"Nucleus of the lateral olfactory tract, molecular layer",Nucleus of the lateral olfactory tract,NLOT1,NLOT,1,molecular layer,,"NLOT1: rgb(149,228,199)",149,228,199
313,268,268,/997/8/567/688/695/698/619/268/,Olfactory,Olfactory,"Nucleus of the lateral olfactory tract, pyramidal layer",Nucleus of the lateral olfactory tract,NLOT2,NLOT,2,pyramidal layer,,"NLOT2: rgb(149,227,200)",149,227,200
314,1139,1139,/997/8/567/688/695/698/619/1139/,Olfactory,Olfactory,"Nucleus of the lateral olfactory tract, layer 3",Nucleus of the lateral olfactory tract,NLOT3,NLOT,3,layer 3,,"NLOT3: rgb(148,228,199)",148,228,199
315,631,631,/997/8/567/688/695/698/631/,Olfactory,Olfactory,Cortical amygdalar area,Cortical amygdalar area,COA,COA,,,,"COA: rgb(96,231,181)",96,231,181
316,639,639,/997/8/567/688/695/698/631/639/,Olfactory,Olfactory,"Cortical amygdalar area, anterior part",Cortical amygdalar area,COAa,COA,a,anterior,,"COAa: rgb(96,229,183)",96,229,183
317,647,647,/997/8/567/688/695/698/631/647/,Olfactory,Olfactory,"Cortical amygdalar area, posterior part",Cortical amygdalar area,COAp,COA,p,posterior,,"COAp: rgb(95,231,182)",95,231,182
318,655,655,/997/8/567/688/695/698/631/647/655/,Olfactory,Olfactory,"Cortical amygdalar area, posterior part, lateral zone",Cortical amygdalar area,COApl,COA,pl,posterolateral,,"COApl: rgb(95,230,183)",95,230,183
319,663,663,/997/8/567/688/695/698/631/647/663/,Olfactory,Olfactory,"Cortical amygdalar area, posterior part, medial zone",Cortical amygdalar area,COApm,COA,pm,posteromedial,,"COApm: rgb(96,230,181)",96,230,181
320,788,788,/997/8/567/688/695/698/788/,Olfactory,Olfactory,Piriform-amygdalar area,Piriform-amygdalar area,PAA,PAA,,,,"PAA: rgb(89,217,170)",89,217,170
321,566,566,/997/8/567/688/695/698/566/,Olfactory,Olfactory,Postpiriform transition area,Postpiriform transition area,TR,TR,,,,"TR: rgb(168,236,210)",168,236,210
322,1089,1089,/997/8/567/688/695/1089/,Hippocampal,Hippocampal,Hippocampal formation,Hippocampal formation,HPF,HPF,,,,"HPF: rgb(125,205,75)",125,205,75
323,1080,1080,/997/8/567/688/695/1089/1080/,Hippocampal,Hippocampal,Hippocampal region,Hippocampal region,HIP,HIP,,,,"HIP: rgb(125,208,72)",125,208,72
324,375,375,/997/8/567/688/695/1089/1080/375/,Hippocampal,Hippocampal,Ammon's horn,Ammon's horn,CA,CA,,,,"CA: rgb(126,208,74)",126,208,74
325,382,382,/997/8/567/688/695/1089/1080/375/382/,Hippocampal,Hippocampal,Field CA1,Field CA1,CA1,CA1,,,,"CA1: rgb(126,207,75)",126,207,75
326,423,423,/997/8/567/688/695/1089/1080/375/423/,Hippocampal,Hippocampal,Field CA2,Field CA2,CA2,CA2,,,,"CA2: rgb(125,207,75)",125,207,75
327,463,463,/997/8/567/688/695/1089/1080/375/463/,Hippocampal,Hippocampal,Field CA3,Field CA3,CA3,CA3,,,,"CA3: rgb(126,207,73)",126,207,73
328,726,726,/997/8/567/688/695/1089/1080/726/,Hippocampal,Hippocampal,Dentate gyrus,Dentate gyrus,DG,DG,,,,"DG: rgb(125,207,73)",125,207,73
329,10703,1141,/997/8/567/688/695/1089/1080/726/10703/,Hippocampal,Hippocampal,"Dentate gyrus, molecular layer",Dentate gyrus,DG-mo,DG,mo,molecular layer,,"DG-mo: rgb(123,208,74)",123,208,74
330,10704,1142,/997/8/567/688/695/1089/1080/726/10704/,Hippocampal,Hippocampal,"Dentate gyrus, polymorph layer",Dentate gyrus,DG-po,DG,po,polymorph layer,,"DG-po: rgb(126,206,74)",126,206,74
331,632,632,/997/8/567/688/695/1089/1080/726/632/,Hippocampal,Hippocampal,"Dentate gyrus, granule cell layer",Dentate gyrus,DG-sg,DG,sg,granule cell layer,,"DG-sg: rgb(101,168,61)",101,168,61
332,982,982,/997/8/567/688/695/1089/1080/982/,Hippocampal,Hippocampal,Fasciola cinerea,Fasciola cinerea,FC,FC,,,,"FC: rgb(126,205,74)",126,205,74
333,19,19,/997/8/567/688/695/1089/1080/19/,Hippocampal,Hippocampal,Induseum griseum,Induseum griseum,IG,IG,,,,"IG: rgb(126,208,75)",126,208,75
334,822,822,/997/8/567/688/695/1089/822/,Retrohippocampal,Hippocampal,Retrohippocampal region,Retrohippocampal region,RHP,RHP,,,,"RHP: rgb(48,182,37)",48,182,37
335,909,909,/997/8/567/688/695/1089/822/909/,Retrohippocampal,Hippocampal,Entorhinal area,Entorhinal,ENT,ENT,,,,"ENT: rgb(50,184,34)",50,184,34
336,918,918,/997/8/567/688/695/1089/822/909/918/,Retrohippocampal,Hippocampal,"Entorhinal area, lateral part",Entorhinal,ENTl,ENT,l,lateral,,"ENTl: rgb(50,181,37)",50,181,37
337,1121,1121,/997/8/567/688/695/1089/822/909/918/1121/,Retrohippocampal,Hippocampal,"Entorhinal area, lateral part, layer 1",Entorhinal,ENTl1,ENT,l,lateral,1,"ENTl1: rgb(50,183,34)",50,183,34
338,20,20,/997/8/567/688/695/1089/822/909/918/20/,Retrohippocampal,Hippocampal,"Entorhinal area, lateral part, layer 2",Entorhinal,ENTl2,ENT,l,lateral,2,"ENTl2: rgb(50,184,37)",50,184,37
339,52,52,/997/8/567/688/695/1089/822/909/918/52/,Retrohippocampal,Hippocampal,"Entorhinal area, lateral part, layer 3",Entorhinal,ENTl3,ENT,l,lateral,3,"ENTl3: rgb(50,183,37)",50,183,37
340,139,139,/997/8/567/688/695/1089/822/909/918/139/,Retrohippocampal,Hippocampal,"Entorhinal area, lateral part, layer 5",Entorhinal,ENTl5,ENT,l,lateral,5,"ENTl5: rgb(49,184,36)",49,184,36
341,28,28,/997/8/567/688/695/1089/822/909/918/28/,Retrohippocampal,Hippocampal,"Entorhinal area, lateral part, layer 6a",Entorhinal,ENTl6a,ENT,l,lateral,6a,"ENTl6a: rgb(50,184,36)",50,184,36
342,926,926,/997/8/567/688/695/1089/822/909/926/,Retrohippocampal,Hippocampal,"Entorhinal area, medial part, dorsal zone",Entorhinal,ENTm,ENT,m,medial,,"ENTm: rgb(49,182,35)",49,182,35
343,526,526,/997/8/567/688/695/1089/822/909/926/526/,Retrohippocampal,Hippocampal,"Entorhinal area, medial part, dorsal zone, layer 1",Entorhinal,ENTm1,ENT,m,medial,1,"ENTm1: rgb(49,182,37)",49,182,37
344,543,543,/997/8/567/688/695/1089/822/909/926/543/,Retrohippocampal,Hippocampal,"Entorhinal area, medial part, dorsal zone, layer 2",Entorhinal,ENTm2,ENT,m,medial,2,"ENTm2: rgb(48,184,36)",48,184,36
345,664,664,/997/8/567/688/695/1089/822/909/926/664/,Retrohippocampal,Hippocampal,"Entorhinal area, medial part, dorsal zone, layer 3",Entorhinal,ENTm3,ENT,m,medial,3,"ENTm3: rgb(49,183,35)",49,183,35
346,727,727,/997/8/567/688/695/1089/822/909/926/727/,Retrohippocampal,Hippocampal,"Entorhinal area, medial part, dorsal zone, layer 5",Entorhinal,ENTm5,ENT,m,medial,5,"ENTm5: rgb(48,183,36)",48,183,36
347,743,743,/997/8/567/688/695/1089/822/909/926/743/,Retrohippocampal,Hippocampal,"Entorhinal area, medial part, dorsal zone, layer 6",Entorhinal,ENTm6,ENT,m,medial,6,"ENTm6: rgb(50,182,35)",50,182,35
348,843,843,/997/8/567/688/695/1089/822/843/,Retrohippocampal,Hippocampal,Parasubiculum,Parasubiculum,PAR,PAR,,,,"PAR: rgb(114,213,104)",114,213,104
349,1037,1037,/997/8/567/688/695/1089/822/1037/,Retrohippocampal,Hippocampal,Postsubiculum,Postsubiculum,POST,POST,,,,"POST: rgb(71,200,60)",71,200,60
350,1084,1084,/997/8/567/688/695/1089/822/1084/,Retrohippocampal,Hippocampal,Presubiculum,Presubiculum,PRE,PRE,,,,"PRE: rgb(89,184,71)",89,184,71
351,502,502,/997/8/567/688/695/1089/822/502/,Retrohippocampal,Hippocampal,Subiculum,Subiculum,SUB,SUB,,,,"SUB: rgb(79,194,68)",79,194,68
352,484682470,NaN,/997/8/567/688/695/1089/822/484682470/,Retrohippocampal,Hippocampal,Prosubiculum,Prosubiculum,ProS,ProS,,,,"ProS: rgb(87,185,71)",87,185,71
353,589508447,NaN,/997/8/567/688/695/1089/822/589508447/,Retrohippocampal,Hippocampal,Hippocampo-amygdalar transition area,Hippocampo-amygdalar transition area,HATA,HATA,,,,"HATA: rgb(51,185,49)",51,185,49
354,484682508,NaN,/997/8/567/688/695/1089/822/484682508/,Retrohippocampal,Hippocampal,Area prostriata,Area prostriata,APr,APr,,,,"APr: rgb(51,185,50)",51,185,50
355,703,703,/997/8/567/688/703/,Cortical subplate,Cortical subplate,Cortical subplate,Cortical subplate,CTXsp,CTXsp,,,,"CTXsp: rgb(138,217,135)",138,217,135
356,583,583,/997/8/567/688/703/583/,Cortical subplate,Cortical subplate,Claustrum,Claustrum,CLA,CLA,,,,"CLA: rgb(138,218,134)",138,218,134
357,942,942,/997/8/567/688/703/942/,Cortical subplate,Cortical subplate,Endopiriform nucleus,Endopiriform nucleus,EP,EP,,,,"EP: rgb(160,238,157)",160,238,157
358,952,952,/997/8/567/688/703/942/952/,Cortical subplate,Cortical subplate,"Endopiriform nucleus, dorsal part",Endopiriform nucleus,EPd,EP,d,dorsal,,"EPd: rgb(160,238,156)",160,238,156
359,966,966,/997/8/567/688/703/942/966/,Cortical subplate,Cortical subplate,"Endopiriform nucleus, ventral part",Endopiriform nucleus,EPv,EP,v,ventral,,"EPv: rgb(160,237,157)",160,237,157
360,131,131,/997/8/567/688/703/131/,Cortical subplate,Cortical subplate,Lateral amygdalar nucleus,Lateral amygdalar nucleus,LA,LA,,,,"LA: rgb(144,235,141)",144,235,141
361,295,295,/997/8/567/688/703/295/,Cortical subplate,Cortical subplate,Basolateral amygdalar nucleus,Basolateral amygdalar nucleus,BLA,BLA,,,,"BLA: rgb(157,231,156)",157,231,156
362,303,303,/997/8/567/688/703/295/303/,Cortical subplate,Cortical subplate,"Basolateral amygdalar nucleus, anterior part",Basolateral amygdalar nucleus,BLAa,BLA,a,anterior,,"BLAa: rgb(157,231,155)",157,231,155
363,311,311,/997/8/567/688/703/295/311/,Cortical subplate,Cortical subplate,"Basolateral amygdalar nucleus, posterior part",Basolateral amygdalar nucleus,BLAp,BLA,p,posterior,,"BLAp: rgb(157,230,156)",157,230,156
364,451,451,/997/8/567/688/703/295/451/,Cortical subplate,Cortical subplate,"Basolateral amygdalar nucleus, ventral part",Basolateral amygdalar nucleus,BLAv,BLA,v,ventral,,"BLAv: rgb(156,231,156)",156,231,156
365,319,319,/997/8/567/688/703/319/,Cortical subplate,Cortical subplate,Basomedial amygdalar nucleus,Basomedial amygdalar nucleus,BMA,BMA,,,,"BMA: rgb(132,234,129)",132,234,129
366,327,327,/997/8/567/688/703/319/327/,Cortical subplate,Cortical subplate,"Basomedial amygdalar nucleus, anterior part",Basomedial amygdalar nucleus,BMAa,BMA,a,anterior,,"BMAa: rgb(132,234,128)",132,234,128
367,334,334,/997/8/567/688/703/319/334/,Cortical subplate,Cortical subplate,"Basomedial amygdalar nucleus, posterior part",Basomedial amygdalar nucleus,BMAp,BMA,p,posterior,,"BMAp: rgb(132,233,129)",132,233,129
368,780,780,/997/8/567/688/703/780/,Cortical subplate,Cortical subplate,Posterior amygdalar nucleus,Posterior amygdalar nucleus,PA,PA,,,,"PA: rgb(151,236,147)",151,236,147
369,623,623,/997/8/567/623/,Cerebral nuclei,Cerebral nuclei,Cerebral nuclei,Cerebral nuclei,CNU,CNU,,,,"CNU: rgb(152,214,248)",152,214,248
370,477,477,/997/8/567/623/477/,Striatum,Striatum,Striatum,Striatum,STR,STR,,,,"STR: rgb(151,214,249)",151,214,249
371,485,485,/997/8/567/623/477/485/,Striatum,Striatum,Striatum dorsal region,Striatum,STRd,STR,d,dorsal,,"STRd: rgb(152,214,249)",152,214,249
372,672,672,/997/8/567/623/477/485/672/,Striatum,Striatum,Caudoputamen,Caudoputamen,CP,CP,,,,"CP: rgb(152,213,249)",152,213,249
373,493,493,/997/8/567/623/477/493/,Striatum,Striatum,Striatum ventral region,Striatum,STRv,STR,v,ventral,,"STRv: rgb(127,205,247)",127,205,247
374,56,56,/997/8/567/623/477/493/56/,Striatum,Striatum,Nucleus accumbens,Nucleus accumbens,ACB,ACB,,,,"ACB: rgb(128,205,248)",128,205,248
375,998,998,/997/8/567/623/477/493/998/,Striatum,Striatum,Fundus of striatum,Fundus of striatum,FS,FS,,,,"FS: rgb(126,205,248)",126,205,248
376,754,754,/997/8/567/623/477/493/754/,Striatum,Striatum,Olfactory tubercle,Olfactory tubercle,OT,OT,,,,"OT: rgb(127,204,247)",127,204,247
377,275,275,/997/8/567/623/477/275/,Striatum,Striatum,Lateral septal complex,Lateral septal complex,LSX,LSX,,,,"LSX: rgb(144,202,236)",144,202,236
378,242,242,/997/8/567/623/477/275/242/,Striatum,Striatum,Lateral septal nucleus,Lateral septal nucleus,LS,LS,,,,"LS: rgb(144,203,237)",144,203,237
379,250,250,/997/8/567/623/477/275/242/250/,Striatum,Striatum,"Lateral septal nucleus, caudal (caudodorsal) part",Lateral septal nucleus,LSc,LS,c,caudal,,"LSc: rgb(144,203,236)",144,203,236
380,258,258,/997/8/567/623/477/275/242/258/,Striatum,Striatum,"Lateral septal nucleus, rostral (rostroventral) part",Lateral septal nucleus,LSr,LS,r,rostral,,"LSr: rgb(144,202,237)",144,202,237
381,266,266,/997/8/567/623/477/275/242/266/,Striatum,Striatum,"Lateral septal nucleus, ventral part",Lateral septal nucleus,LSv,LS,v,ventral,,"LSv: rgb(143,203,237)",143,203,237
382,310,310,/997/8/567/623/477/275/310/,Striatum,Striatum,Septofimbrial nucleus,Septofimbrial nucleus,SF,SF,,,,"SF: rgb(143,203,236)",143,203,236
383,333,333,/997/8/567/623/477/275/333/,Striatum,Striatum,Septohippocampal nucleus,Septohippocampal nucleus,SH,SH,,,,"SH: rgb(143,202,237)",143,202,237
384,278,278,/997/8/567/623/477/278/,Striatum,Striatum,Striatum-like amygdalar nuclei,Striatum-like amygdalar nuclei,sAMY,sAMY,,,,"sAMY: rgb(128,192,225)",128,192,225
385,23,23,/997/8/567/623/477/278/23/,Striatum,Striatum,Anterior amygdalar area,Anterior amygdalar area,AAA,AAA,,,,"AAA: rgb(128,192,226)",128,192,226
386,292,292,/997/8/567/623/477/278/292/,Striatum,Striatum,Bed nucleus of the accessory olfactory tract,Bed nucleus of the accessory olfactory tract,BA,BA,,,,"BA: rgb(128,191,226)",128,191,226
387,536,536,/997/8/567/623/477/278/536/,Striatum,Striatum,Central amygdalar nucleus,Central amygdalar nucleus,CEA,CEA,,,,"CEA: rgb(126,192,226)",126,192,226
388,544,544,/997/8/567/623/477/278/536/544/,Striatum,Striatum,"Central amygdalar nucleus, capsular part",Central amygdalar nucleus,CEAc,CEA,c,capsular,,"CEAc: rgb(128,191,224)",128,191,224
389,551,551,/997/8/567/623/477/278/536/551/,Striatum,Striatum,"Central amygdalar nucleus, lateral part",Central amygdalar nucleus,CEAl,CEA,l,lateral,,"CEAl: rgb(128,190,225)",128,190,225
390,559,559,/997/8/567/623/477/278/536/559/,Striatum,Striatum,"Central amygdalar nucleus, medial part",Central amygdalar nucleus,CEAm,CEA,m,medial,,"CEAm: rgb(127,192,224)",127,192,224
391,1105,1105,/997/8/567/623/477/278/1105/,Striatum,Striatum,Intercalated amygdalar nucleus,Intercalated amygdalar nucleus,IA,IA,,,,"IA: rgb(128,190,226)",128,190,226
392,403,403,/997/8/567/623/477/278/403/,Striatum,Striatum,Medial amygdalar nucleus,Medial amygdalar nucleus,MEA,MEA,,,,"MEA: rgb(128,191,225)",128,191,225
393,803,803,/997/8/567/623/803/,Pallidum,Pallidum,Pallidum,Pallidum,PAL,PAL,,,,"PAL: rgb(133,153,204)",133,153,204
394,818,818,/997/8/567/623/803/818/,Pallidum,Pallidum,"Pallidum, dorsal region",Pallidum,PALd,PAL,d,dorsal,,"PALd: rgb(133,153,203)",133,153,203
395,1022,1022,/997/8/567/623/803/818/1022/,Pallidum,Pallidum,"Globus pallidus, external segment",Globus pallidus,GPe,GP,e,external,,"GPe: rgb(133,152,204)",133,152,204
396,1031,1031,/997/8/567/623/803/818/1031/,Pallidum,Pallidum,"Globus pallidus, internal segment",Globus pallidus,GPi,GP,i,internal,,"GPi: rgb(132,153,204)",132,153,204
397,835,835,/997/8/567/623/803/835/,Pallidum,Pallidum,"Pallidum, ventral region","Pallidum, ventral region",PALv,PAL,v,ventral,,"PALv: rgb(162,176,216)",162,176,216
398,342,342,/997/8/567/623/803/835/342/,Pallidum,Pallidum,Substantia innominata,Substantia innominata,SI,SI,,,,"SI: rgb(162,177,215)",162,177,215
399,298,298,/997/8/567/623/803/835/298/,Pallidum,Pallidum,Magnocellular nucleus,Magnocellular nucleus,MA,MA,,,,"MA: rgb(162,177,216)",162,177,216
400,826,826,/997/8/567/623/803/826/,Pallidum,Pallidum,"Pallidum, medial region",Pallidum,PALm,PAL,m,medial,,"PALm: rgb(149,167,211)",149,167,211
401,904,904,/997/8/567/623/803/826/904/,Pallidum,Pallidum,Medial septal complex,Medial septal complex,MSC,MSC,,,,"MSC: rgb(150,166,210)",150,166,210
402,564,564,/997/8/567/623/803/826/904/564/,Pallidum,Pallidum,Medial septal nucleus,Medial septal nucleus,MS,MS,,,,"MS: rgb(150,167,211)",150,167,211
403,596,596,/997/8/567/623/803/826/904/596/,Pallidum,Pallidum,Diagonal band nucleus,Diagonal band nucleus,NDB,NDB,,,,"NDB: rgb(150,166,211)",150,166,211
404,581,581,/997/8/567/623/803/826/581/,Pallidum,Pallidum,Triangular nucleus of septum,Triangular nucleus of septum,TRS,TRS,,,,"TRS: rgb(150,167,210)",150,167,210
405,809,809,/997/8/567/623/803/809/,Pallidum,Pallidum,"Pallidum, caudal region",Pallidum,PALc,PAL,c,caudal,,"PALc: rgb(177,191,223)",177,191,223
406,351,351,/997/8/567/623/803/809/351/,Pallidum,Pallidum,Bed nuclei of the stria terminalis,Bed nuclei of the stria terminalis,BST,BST,,,,"BST: rgb(179,192,222)",179,192,222
