Region_ID,Side,ID_Path,Region,Abbr
1305,R,/997/8/343/1129/549/856/1014/563807439/,Intermediate geniculate nucleus,IntG
1306,R,/997/8/343/1129/1097/141/576073699/,Ventromedial preoptic nucleus,VMPO
1307,R,/997/8/343/1129/1097/290/576073704/,Perifornical nucleus,PeF
1308,R,/997/8/567/688/695/1089/822/589508447/,Hippocampo-amygdalar transition area,HATA
1309,R,/997/8/343/1065/354/386/589508451/,Paratrigeminal nucleus,Pa5
1310,R,/997/8/512/519/589508455/,Vestibulocerebellar nucleus,VeCB
1311,R,/997/8/343/313/339/599626923/,Subcommissural organ,SCO
1312,R,/997/8/343/1065/771/987/599626927/,Posterodorsal tegmental nucleus,PDTg
1313,R,/997/8/343/1129/1097/467/331/491/606826647/,"Medial mammillary nucleus, lateral part",MMl
1314,R,/997/8/343/1129/1097/467/331/491/606826651/,"Medial mammillary nucleus, medial part",MMm
1315,R,/997/8/343/1129/1097/467/331/491/606826655/,"Medial mammillary nucleus, posterior part",MMp
1316,R,/997/8/343/1129/1097/467/331/491/606826659/,"Medial mammillary nucleus, dorsal part",MMd
1317,R,/997/8/343/313/323/606826663/,Paratrochlear nucleus,Pa4
1318,R,/997/8/343/313/323/607344830/,Paranigral nucleus,PN
1319,R,/997/8/343/313/348/165/100/607344834/,"Interpeduncular nucleus, rostral",IPR
1320,R,/997/8/343/313/348/165/100/607344838/,"Interpeduncular nucleus, caudal",IPC
1321,R,/997/8/343/313/348/165/100/607344842/,"Interpeduncular nucleus, apical",IPA
1322,R,/997/8/343/313/348/165/100/607344846/,"Interpeduncular nucleus, lateral",IPL
1323,R,/997/8/343/313/348/165/100/607344850/,"Interpeduncular nucleus, intermediate",IPI
1324,R,/997/8/343/313/348/165/100/607344854/,"Interpeduncular nucleus, dorsomedial",IPDM
1325,R,/997/8/343/313/348/165/100/607344858/,"Interpeduncular nucleus, dorsolateral",IPDL
1326,R,/997/8/343/313/348/165/100/607344862/,"Interpeduncular nucleus, rostrolateral",IPRL
1327,R,/997/8/343/313/323/795/614454277/,Supraoculomotor periaqueductal gray,Su3
20001,L,/997/8/343/1129/1097/467/331/557/1/,"Tuberomammillary nucleus, ventral part",TMv
20002,L,/997/8/567/688/695/315/453/322/345/2/,"Primary somatosensory area, mouth, layer 6b",SSp-m6b
20005,L,/997/1009/983/784/6/,internal capsule,int
20006,L,/997/8/343/1065/771/1132/7/,Principal sensory nucleus of the trigeminal,PSV
20008,L,/997/8/567/688/695/315/453/322/361/9/,"Primary somatosensory area, trunk, layer 6a",SSp-tr6a
20009,L,/997/8/343/313/323/294/10/,"Superior colliculus, motor related, intermediate gray layer",SCig
20011,L,/997/8/343/313/348/165/12/,Interfascicular nucleus raphe,IF
20013,L,/997/8/343/1129/549/856/571/15/,Parataenial nucleus,PT
20015,L,/997/8/343/313/323/294/17/,"Superior colliculus, motor related, intermediate white layer",SCiw
20017,L,/997/8/567/688/695/1089/1080/19/,Induseum griseum,IG
20018,L,/997/8/567/688/695/1089/822/909/918/20/,"Entorhinal area, lateral part, layer 2",ENTl2
20021,L,/997/8/567/623/477/278/23/,Anterior amygdalar area,AAA
20023,L,/997/8/343/313/323/294/26/,"Superior colliculus, motor related, deep gray layer",SCdg
20024,L,/997/8/343/1129/549/856/1014/27/,Intergeniculate leaflet of the lateral geniculate complex,IGL
20025,L,/997/8/567/688/695/1089/822/909/918/28/,"Entorhinal area, lateral part, layer 6a",ENTl6a
20027,L,/997/8/343/1129/1097/157/30/,"Periventricular hypothalamic nucleus, anterior part",PVa
20029,L,/997/8/567/688/695/315/669/385/33/,"Primary visual area, layer 6a",VISp6a
20031,L,/997/8/343/313/323/35/,Oculomotor nucleus,III
20032,L,/997/8/567/688/695/315/1057/36/,"Gustatory areas, layer 1",GU1
20034,L,/997/8/343/1129/1097/157/38/,Paraventricular hypothalamic nucleus,PVH
20036,L,/997/8/567/688/695/315/669/533/41/,"posteromedial visual area, layer 2/3",VISpm2/3
20037,L,/997/8/343/313/323/294/42/,"Superior colliculus, motor related, deep white layer",SCdw
20045,L,/997/8/343/313/323/795/50/,Precommissural nucleus,PRC
20047,L,/997/8/567/688/695/1089/822/909/918/52/,"Entorhinal area, lateral part, layer 3",ENTl3
20049,L,/997/1009/991/824/54/,medial forebrain bundle,mfb
20051,L,/997/8/567/623/477/493/56/,Nucleus accumbens,ACB
20053,L,/997/8/343/313/323/58/,Medial terminal nucleus of the accessory optic tract,MT
20054,L,/997/8/343/1129/549/856/444/59/,Intermediodorsal nucleus of the thalamus,IMD
20057,L,/997/1009/967/832/62/,medial longitudinal fascicle,mlf
20058,L,/997/8/343/1129/1097/467/63/,"Paraventricular hypothalamic nucleus, descending division",PVHd
20059,L,/997/8/343/1129/549/856/239/64/,Anterodorsal nucleus,AD
20061,L,/997/8/343/313/323/66/,Lateral terminal nucleus of the accessory optic tract,LT
20062,L,/997/8/343/313/323/795/67/,Interstitial nucleus of Cajal,INC
20063,L,/997/8/567/688/695/315/184/68/,"Frontal pole, layer 1",FRP1
20067,L,/997/8/343/1129/1097/141/72/,Anterodorsal preoptic nucleus,ADP
20069,L,/997/8/567/688/695/315/669/409/74/,"Lateral visual area, layer 6a",VISl6a
20070,L,/997/8/343/313/323/75/,Dorsal terminal nucleus of the accessory optic tract,DT
20073,L,/997/1009/960/752/78/,middle cerebellar peduncle,mcp
20076,L,/997/73/81/,lateral ventricle,VL
20078,L,/997/8/343/1065/354/370/83/,Inferior olivary complex,IO
20079,L,/997/8/567/688/695/315/972/84/,"Prelimbic area, layer 6a",PL6a
20083,L,/997/8/343/1129/1097/467/88/,Anterior hypothalamic nucleus,AHN
20086,L,/997/8/512/519/91/,Interposed nucleus,IP
20088,L,/997/1009/967/901/93/,motor root of the trigeminal nerve,moV
20091,L,/997/8/343/1065/354/386/607/96/,Dorsal cochlear nucleus,DCO
20092,L,/997/8/567/688/695/315/541/97/,"Temporal association areas, layer 1",TEa1
20093,L,/997/73/81/98/,subependymal zone,SEZ
20095,L,/997/8/343/313/348/165/100/,Interpeduncular nucleus,IPN
20096,L,/997/8/343/1065/354/386/607/101/,Ventral cochlear nucleus,VCO
20097,L,/997/1009/1000/760/102/,nigrostriatal tract,nst
20100,L,/997/8/343/1065/771/1132/398/105/,"Superior olivary complex, medial part",SOCm
20101,L,/997/8/343/1065/354/370/106/,Inferior salivatory nucleus,ISN
20103,L,/997/73/81/108/,choroid plexus,chpl
20108,L,/997/8/567/688/695/315/453/322/337/113/,"Primary somatosensory area, lower limb, layer 2/3",SSp-ll2/3
20109,L,/997/8/343/1065/771/1132/398/114/,"Superior olivary complex, lateral part",SOCl
20110,L,/997/8/343/313/323/115/,Trochlear nucleus,IV
20112,L,/997/1009/967/848/117/,optic chiasm,och
20113,L,/997/8/343/1129/1097/157/118/,"Periventricular hypothalamic nucleus, intermediate part",PVi
20115,L,/997/8/567/688/695/315/95/111/120/,"Agranular insular area, posterior part, layer 1",AIp1
20116,L,/997/8/567/688/695/315/669/409/121/,"Lateral visual area, layer 6b",VISl6b
20117,L,/997/8/343/1065/771/1132/398/122/,"Superior olivary complex, periolivary region",POR
20118,L,/997/8/343/1065/771/1132/867/123/,Koelliker-Fuse subnucleus,KF
20120,L,/997/1009/967/848/125/,optic tract,opt
20121,L,/997/8/343/1129/1097/141/126/,"Periventricular hypothalamic nucleus, posterior part",PVp
20123,L,/997/8/343/313/323/128/,Midbrain reticular nucleus,MRN
20124,L,/997/73/129/,third ventricle,V3
20126,L,/997/8/567/688/703/131/,Lateral amygdalar nucleus,LA
20127,L,/997/8/567/688/695/315/972/132/,"Prelimbic area, layer 6b",PL6b
20128,L,/997/8/343/1129/1097/141/133/,"Periventricular hypothalamic nucleus, preoptic part",PVpo
20131,L,/997/8/343/1065/354/370/136/,Intermediate reticular nucleus,IRN
20134,L,/997/8/567/688/695/1089/822/909/918/139/,"Entorhinal area, lateral part, layer 5",ENTl5
20135,L,/997/73/140/,cerebral aqueduct,AQ
20138,L,/997/8/343/1065/354/370/135/143/,"Nucleus ambiguus, ventral division",AMBv
20140,L,/997/73/145/,fourth ventricle,V4
20141,L,/997/8/343/1065/771/1117/146/,Pontine reticular nucleus,PRNr
20142,L,/997/8/343/1065/771/1117/147/,Locus ceruleus,LC
20143,L,/997/8/567/688/695/315/1057/148/,"Gustatory areas, layer 4",GU4
20144,L,/997/8/343/1129/549/856/571/149/,Paraventricular nucleus of the thalamus,PVT
20148,L,/997/73/145/153/,lateral recess,V4r
20150,L,/997/8/343/1129/549/856/239/155/,Lateral dorsal nucleus of thalamus,LD
20151,L,/997/8/567/688/695/315/247/1011/156/,"Dorsal auditory area, layer 6a",AUDd6a
20153,L,/997/1009/967/832/158/,posterior commissure,pc
20154,L,/997/8/567/688/695/698/159/,Anterior olfactory nucleus,AON
20157,L,/997/8/343/1065/771/1117/162/,Laterodorsal tegmental nucleus,LDT
20158,L,/997/8/567/688/695/315/95/111/163/,"Agranular insular area, posterior part, layer 2/3",AIp2/3
20159,L,/997/73/164/,"central canal, spinal cord/medulla",c
20164,L,/997/8/343/1065/354/370/154/169/,Nucleus prepositus,PRP
20166,L,/997/8/567/688/695/315/972/171/,"Prelimbic area, layer 1",PL1
20167,L,/997/8/343/1129/1097/290/173/,Retrochiasmatic area,RCH
20170,L,/997/8/343/1065/354/370/154/177/,Nucleus of Roller,NR
20171,L,/997/8/343/1129/549/856/1014/178/,Ventral part of the lateral geniculate complex,LGv
20173,L,/997/8/567/688/695/315/1057/180/,"Gustatory areas, layer 2/3",GU2/3
20174,L,/997/8/343/1129/549/856/571/181/,Nucleus of reuniens,RE
20179,L,/997/8/343/1129/549/856/958/186/,Lateral habenula,LH
20180,L,/997/8/567/688/695/315/1057/187/,"Gustatory areas, layer 5",GU5
20181,L,/997/8/567/688/695/698/151/188/,"Accessory olfactory bulb, glomerular layer",AOBgl
20182,L,/997/8/343/1129/549/856/51/189/,Rhomboid nucleus,RH
20183,L,/997/1009/983/784/190/,pyramid,py
20187,L,/997/8/343/1129/1097/290/194/,Lateral hypothalamic area,LHA
20189,L,/997/8/567/688/695/698/151/196/,"Accessory olfactory bulb, granular layer",AOBgr
20190,L,/997/8/343/313/348/165/197/,Rostral linear nucleus raphe,RL
20191,L,/997/1009/983/784/198/,pyramidal decussation,pyd
20194,L,/997/8/567/688/695/315/453/322/329/201/,"Primary somatosensory area, barrel field, layer 2/3",SSp-bfd2/3
20195,L,/997/8/343/1065/354/370/701/202/,Medial vestibular nucleus,MV
20196,L,/997/8/343/1065/354/370/203/,Linear nucleus of the medulla,LIN
20197,L,/997/8/567/688/695/698/151/204/,"Accessory olfactory bulb, mitral layer",AOBmi
20199,L,/997/8/343/1065/354/379/206/,Nucleus raphe magnus,RM
20200,L,/997/8/343/1065/354/386/207/,Area postrema,AP
20202,L,/997/8/343/1065/354/370/701/209/,Lateral vestibular nucleus,LAV
20203,L,/997/8/343/1129/1097/467/331/210/,Lateral mammillary nucleus,LM
20204,L,/997/8/567/688/695/315/31/39/211/,"Anterior cingulate area, dorsal part, layer 2/3",ACAd2/3
20207,L,/997/8/343/313/323/214/,Red nucleus,RN
20208,L,/997/8/343/313/323/1100/215/,Anterior pretectal nucleus,APN
20210,L,/997/8/343/1065/354/370/701/217/,Superior vestibular nucleus,SUV
20211,L,/997/8/343/1129/549/856/138/218/,Lateral posterior nucleus of the thalamus,LP
20213,L,/997/8/567/688/695/698/507/220/,"Main olfactory bulb, granule layer",MOBgr
20215,L,/997/8/343/1065/354/379/222/,Nucleus raphe obscurus,RO
20216,L,/997/8/343/1129/1097/157/223/,Arcuate hypothalamic nucleus,ARH
20218,L,/997/8/343/1065/354/370/701/225/,Spinal vestibular nucleus,SPIV
20219,L,/997/8/343/1129/1097/290/226/,Lateral preoptic area,LPO
20221,L,/997/8/567/688/695/698/507/228/,"Main olfactory bulb, inner plexiform layer",MOBipl
20222,L,/997/1009/967/901/229/,sensory root of the trigeminal nerve,sV
20223,L,/997/8/343/1065/354/379/230/,Nucleus raphe pallidus,RPA
20224,L,/997/8/343/313/323/231/,Anterior tegmental nucleus,AT
20226,L,/997/8/567/688/695/315/669/402/233/,"Anterolateral visual area, layer 5",VISal5
20227,L,/997/8/567/688/695/315/541/234/,"Temporal association areas, layer 4",TEa4
20229,L,/997/8/567/688/695/698/507/236/,"Main olfactory bulb, mitral layer",MOBmi
20230,L,/997/1009/967/917/237/,solitary tract,ts
20231,L,/997/8/343/1065/771/1117/238/,Nucleus raphe pontis,RPO
20236,L,/997/8/567/688/695/315/247/1011/243/,"Dorsal auditory area, layer 6b",AUDd6b
20237,L,/997/8/567/688/695/698/507/244/,"Main olfactory bulb, outer plexiform layer",MOBopl
20239,L,/997/8/343/313/323/246/,"Midbrain reticular nucleus, retrorubral area",RR
20242,L,/997/8/567/688/695/315/247/1027/249/,"Posterior auditory area, layer 6a",AUDpo6a
20243,L,/997/8/567/623/477/275/242/250/,"Lateral septal nucleus, caudal (caudodorsal) part",LSc
20244,L,/997/8/567/688/695/315/247/1002/251/,"Primary auditory area, layer 2/3",AUDp2/3
20245,L,/997/8/567/688/695/315/247/1011/252/,"Dorsal auditory area, layer 5",AUDd5
20248,L,/997/8/343/1129/549/856/239/255/,Anteroventral nucleus of thalamus,AV
20250,L,/997/8/567/688/695/315/669/533/257/,"posteromedial visual area, layer 6a",VISpm6a
20251,L,/997/8/567/623/477/275/242/258/,"Lateral septal nucleus, rostral (rostroventral) part",LSr
20253,L,/997/8/567/688/695/698/619/260/,"Nucleus of the lateral olfactory tract, molecular layer",NLOT1
20255,L,/997/8/343/1129/549/856/262/,Reticular nucleus of the thalamus,RT
20256,L,/997/8/343/1129/1097/141/263/,Anteroventral preoptic nucleus,AVP
20258,L,/997/8/567/623/477/275/242/266/,"Lateral septal nucleus, ventral part",LSv
20260,L,/997/8/567/688/695/698/619/268/,"Nucleus of the lateral olfactory tract, pyramidal layer",NLOT2
20261,L,/997/8/567/688/695/315/669/425/269/,"Posterolateral visual area, layer 2/3",VISpl2/3
20263,L,/997/8/343/313/339/271/,Nucleus sagulum,SAG
20264,L,/997/8/343/1129/1097/141/272/,Anteroventral periventricular nucleus,AVPV
20265,L,/997/8/567/688/695/315/254/879/274/,"Retrosplenial area, dorsal part, layer 6a",RSPd6a
20270,L,/997/8/567/688/695/315/254/894/279/,"Retrosplenial area, lateral agranular part, layer 6b",RSPagl6b
20271,L,/997/8/343/1065/771/987/280/,Barrington's nucleus,B
20272,L,/997/8/567/688/695/315/669/394/281/,"Anteromedial visual area, layer 1",VISam1
20276,L,/997/8/343/1129/1097/141/286/,Suprachiasmatic nucleus,SCH
20277,L,/997/8/567/623/803/809/287/,Bed nucleus of the anterior commissure,BAC
20278,L,/997/8/567/688/695/315/714/746/288/,"Orbital area, ventrolateral part, layer 2/3",ORBvl2/3
20279,L,/997/8/567/688/695/315/541/289/,"Temporal association areas, layer 5",TEa5
20282,L,/997/8/567/623/477/278/292/,Bed nucleus of the accessory olfactory tract,BA
20286,L,/997/8/567/688/695/315/31/48/296/,"Anterior cingulate area, ventral part, layer 2/3",ACAv2/3
20288,L,/997/8/567/623/803/835/298/,Magnocellular nucleus,MA
20291,L,/997/1009/991/768/301/,stria terminalis,st
20293,L,/997/8/567/688/703/295/303/,"Basolateral amygdalar nucleus, anterior part",BLAa
20294,L,/997/8/567/688/695/315/972/304/,"Prelimbic area, layer 2/3",PL2/3
20295,L,/997/8/567/688/695/315/669/385/305/,"Primary visual area, layer 6b",VISp6b
20297,L,/997/8/343/1065/354/370/307/,Magnocellular reticular nucleus,MARN
20300,L,/997/8/567/623/477/275/310/,Septofimbrial nucleus,SF
20301,L,/997/8/567/688/703/295/311/,"Basolateral amygdalar nucleus, posterior part",BLAp
20303,L,/997/8/343/313/,Midbrain,MB
20304,L,/997/8/567/688/695/315/95/111/314/,"Agranular insular area, posterior part, layer 6a",AIp6a
20308,L,/997/8/343/1065/771/987/318/,Supragenual nucleus,SG
20310,L,/997/8/567/688/695/315/500/985/320/,"Primary motor area, Layer 1",MOp1
20311,L,/997/8/343/1129/549/856/1014/321/,Subgeniculate nucleus,SubG
20315,L,/997/8/343/1129/549/856/138/325/,Suprageniculate nucleus,SGN
20316,L,/997/1009/960/752/326/,superior cerebelar peduncles,scp
20317,L,/997/8/567/688/703/319/327/,"Basomedial amygdalar nucleus, anterior part",BMAa
20318,L,/997/8/567/688/695/315/95/104/328/,"Agranular insular area, dorsal part, layer 2/3",AId2/3
20320,L,/997/8/567/688/695/315/254/879/330/,"Retrosplenial area, dorsal part, layer 6b",RSPd6b
20322,L,/997/8/343/1129/1097/157/332/,Accessory supraoptic group,ASO
20323,L,/997/8/567/623/477/275/333/,Septohippocampal nucleus,SH
20324,L,/997/8/567/688/703/319/334/,"Basomedial amygdalar nucleus, posterior part",BMAp
20325,L,/997/8/567/688/695/315/922/335/,"Perirhinal area, layer 6a",PERI6a
20326,L,/997/1009/967/848/336/,superior colliculus commissure,csc
20328,L,/997/8/343/1129/1097/141/338/,Subfornical organ,SFO
20332,L,/997/8/567/623/803/835/342/,Substantia innominata,SI
20334,L,/997/8/567/688/695/315/95/111/344/,"Agranular insular area, posterior part, layer 5",AIp5
20337,L,/997/8/343/1129/1097/141/347/,Subparaventricular zone,SBPV
20339,L,/997/1009/991/824/349/,supraoptic commissures,sup
20340,L,/997/8/343/1065/771/1117/350/,Subceruleus nucleus,SLC
20341,L,/997/8/567/623/803/809/351/,Bed nuclei of the stria terminalis,BST
20344,L,/997/8/343/1065/354/,Medulla,MY
20345,L,/997/8/567/688/695/315/95/111/355/,"Agranular insular area, posterior part, layer 6b",AIp6b
20346,L,/997/8/343/1129/1097/290/356/,Preparasubthalamic nucleus,PST
20348,L,/997/8/343/1065/771/1117/358/,Sublaterodorsal nucleus,SLD
20352,L,/997/8/343/1129/549/856/444/362/,Mediodorsal nucleus of thalamus,MD
20353,L,/997/8/567/688/695/315/972/363/,"Prelimbic area, layer 5",PL5
20354,L,/997/8/343/1129/1097/290/364/,Parasubthalamic nucleus,PSTN
20356,L,/997/8/343/1129/549/856/444/366/,Submedial nucleus of the thalamus,SMT
20358,L,/997/8/567/688/695/315/922/368/,"Perirhinal area, layer 6b",PERI6b
20362,L,/997/8/343/1065/354/370/372/,Infracerebellar nucleus,ICB
20364,L,/997/8/343/313/348/374/,"Substantia nigra, compact part",SNc
20367,L,/997/8/567/688/695/315/669/425/377/,"Posterolateral visual area, layer 6a",VISpl6a
20370,L,/997/1009/967/792/932/514/380/,cuneate fascicle,cuf
20371,L,/997/8/343/313/323/381/,"Substantia nigra, reticular part",SNr
20380,L,/997/8/343/1129/1097/157/390/,Supraoptic nucleus,SO
20381,L,/997/8/567/688/695/1089/1080/375/382/391/,"Field CA1, stratum lacunosum-moleculare",CA1slm
20383,L,/997/8/567/688/695/315/669/425/393/,"Posterolateral visual area, layer 6b",VISpl6b
20387,L,/997/1009/1000/863/397/,ventral tegmental decussation,vtd
20389,L,/997/8/567/688/695/1089/1080/375/382/399/,"Field CA1, stratum oriens",CA1so
20391,L,/997/8/567/688/695/315/669/394/401/,"Anteromedial visual area, layer 4",VISam4
20393,L,/997/8/567/623/477/278/403/,Medial amygdalar nucleus,MEA
20397,L,/997/8/567/688/695/1089/1080/375/382/407/,"Field CA1, pyramidal layer",CA1sp
20402,L,/997/8/567/688/695/315/714/723/412/,"Orbital area, lateral part, layer 2/3",ORBl2/3
20403,L,/997/1009/967/933/413/,vestibular nerve,vVIIIn
20404,L,/997/8/343/1129/549/864/406/414/,"Subparafascicular nucleus, magnocellular part",SPFm
20405,L,/997/8/567/688/695/1089/1080/375/382/415/,"Field CA1, stratum radiatum",CA1sr
20411,L,/997/8/567/688/695/315/669/409/421/,"Lateral visual area, layer 1",VISl1
20412,L,/997/8/343/1129/549/864/406/422/,"Subparafascicular nucleus, parvicellular part",SPFp
20417,L,/997/8/567/688/695/315/895/427/,Ectorhinal area/Layer 2/3,ECT2/3
20418,L,/997/1009/991/768/1099/737/428/,medial corticohypothalamic tract,mct
20419,L,/997/8/343/1065/354/386/429/,"Spinal nucleus of the trigeminal, caudal part",SPVC
20420,L,/997/8/567/688/695/315/254/886/430/,"Retrosplenial area, ventral part, layer 2/3",RSPv2/3
20421,L,/997/8/567/688/695/1089/1080/375/423/431/,"Field CA2, stratum lacunosum-moleculare",CA2slm
20423,L,/997/8/567/688/695/315/669/394/433/,"Anteromedial visual area, layer 5",VISam5
20424,L,/997/8/567/688/695/315/254/879/434/,"Retrosplenial area, dorsal part, layer 2/3",RSPd2/3
20426,L,/997/1009/991/768/1099/737/436/,columns of the fornix,fx
20427,L,/997/8/343/1065/354/386/437/,"Spinal nucleus of the trigeminal, interpolar part",SPVI
20428,L,/997/8/567/688/695/1089/1080/375/423/438/,"Field CA2, stratum oriens",CA2so
20430,L,/997/8/567/688/695/315/714/723/440/,"Orbital area, lateral part, layer 6a",ORBl6a
20431,L,/997/8/567/688/695/315/669/394/441/,"Anteromedial visual area, layer 6b",VISam6b
20432,L,/997/8/567/688/695/315/254/879/442/,"Retrosplenial area, dorsal part, layer 1",RSPd1
20433,L,/997/1009/991/768/1099/618/443/,dorsal hippocampal commissure,dhc
20435,L,/997/8/343/1065/354/386/445/,"Spinal nucleus of the trigeminal, oral part",SPVO
20436,L,/997/8/567/688/695/1089/1080/375/423/446/,"Field CA2, pyramidal layer",CA2sp
20438,L,/997/8/567/688/695/315/714/723/448/,"Orbital area, lateral part, layer 1",ORBl1
20439,L,/997/1009/991/768/1099/618/449/,ventral hippocampal commissure,vhc
20440,L,/997/8/567/688/695/315/453/322/369/450/,"Primary somatosensory area, upper limb, layer 1",SSp-ul1
20441,L,/997/8/567/688/703/295/451/,"Basolateral amygdalar nucleus, ventral part",BLAv
20442,L,/997/8/343/1129/1097/141/452/,Median preoptic nucleus,MEPO
20444,L,/997/8/567/688/695/1089/1080/375/423/454,"Field CA2, stratum radiatum",CA2sr
20446,L,/997/8/567/688/695/315/247/1027/456/,"Posterior auditory area, layer 6b",AUDpo6b
20451,L,/997/8/567/688/695/315/453/322/361/461/,"Primary somatosensory area, trunk, layer 6b",SSp-tr6b
20456,L,/997/1009/991/768/1099/466/,alveus,alv
20459,L,/997/8/567/688/695/315/669/533/469/,"posteromedial visual area, layer 6b",VISpm6b
20460,L,/997/8/343/1129/1097/290/470/,Subthalamic nucleus,STN
20461,L,/997/8/567/688/695/1089/1080/375/463/471/,"Field CA3, stratum lacunosum-moleculare",CA3slm
20467,L,/997/8/567/623/477/,Striatum,STR
20468,L,/997/8/567/688/695/315/453/322/337/478/,"Primary somatosensory area, lower limb, layer 6a",SSp-ll6a
20469,L,/997/8/567/688/695/1089/1080/375/463/479/,"Field CA3, stratum lucidum",CA3slu
20472,L,/997/1009/967/933/948/482/,brachium of the inferior colliculus,bic
20473,L,/997/8/343/1129/549/856/958/483/,Medial habenula,MH
20474,L,/997/8/567/688/695/315/714/731/484/,"Orbital area, medial part, layer 1",ORBm1
20476,L,/997/8/567/688/695/1089/1080/375/463/486/,"Field CA3, stratum oriens",CA3so
20478,L,/997/8/567/688/695/315/714/723/488/,"Orbital area, lateral part, layer 6b",ORBl6b
20485,L,/997/8/567/688/695/1089/1080/375/463/495/,"Field CA3, pyramidal layer",CA3sp
20491,L,/997/8/567/688/695/315/669/533/501/,"posteromedial visual area, layer 4",VISpm4
20492,L,/997/8/567/688/695/1089/822/502/,Subiculum,SUB
20494,L,/997/8/567/688/695/1089/1080/375/463/504/,"Field CA3, stratum radiatum",CA3sr
20496,L,/997/1009/967/933/948/506/,dorsal acoustic stria,das
20497,L,/997/8/567/688/695/698/507/,Main olfactory bulb,MOB
20500,L,/997/8/567/688/695/315/453/322/337/510/,"Primary somatosensory area, lower limb, layer 6b",SSp-ll6b
20502,L,/997/8/512/,Cerebellum,CB
20505,L,/997/8/343/1129/1097/467/515/,Medial preoptic nucleus,MPN
20510,L,/997/8/567/688/695/315/247/1018/520/,"Ventral auditory area, layer 6a",AUDv6a
20513,L,/997/8/343/1129/1097/141/523/,Medial preoptic area,MPO
20515,L,/997/8/343/1129/1097/467/331/525/,Supramammillary nucleus,SUM
20516,L,/997/8/567/688/695/1089/822/909/926/526/,"Entorhinal area, medial part, dorsal zone, layer 1",ENTm1
20517,L,/997/8/567/688/695/315/247/1011/527/,"Dorsal auditory area, layer 1",AUDd1
20520,L,/997/1009/991/768/1099/530/,dorsal fornix,df
20521,L,/997/8/343/313/323/1100/531/,Medial pretectal area,MPT
20524,L,/997/8/343/1065/771/987/534/,Supratrigeminal nucleus,SUT
20528,L,/997/1009/967/840/21/538/,dorsal limb,lotd
20530,L,/997/8/567/688/695/315/922/540/,"Perirhinal area, layer 1",PERI1
20532,L,/997/8/567/688/695/315/254/886/542/,"Retrosplenial area, ventral part, layer 1",RSPv1
20533,L,/997/8/567/688/695/1089/822/909/926/543/,"Entorhinal area, medial part, dorsal zone, layer 2",ENTm2
20534,L,/997/8/567/623/477/278/536/544/,"Central amygdalar nucleus, capsular part",CEAc
20539,L,/997/8/343/1129/549/,Thalamus,TH
20541,L,/997/8/567/623/477/278/536/551/,"Central amygdalar nucleus, lateral part",CEAl
20543,L,/997/1009/960/752/1123/553/,dorsal spinocerebellar tract,sctd
20546,L,/997/8/567/688/695/315/44/556/,"Infralimbic area, layer 2/3",ILA2/3
20548,L,/997/8/567/688/695/315/453/322/353/558/,"Primary somatosensory area, nose, layer 1",SSp-n1
20549,L,/997/8/567/623/477/278/536/559/,"Central amygdalar nucleus, medial part",CEAm
20554,L,/997/8/567/623/803/826/904/564/,Medial septal nucleus,MS
20555,L,/997/8/567/688/695/315/669/533/565/,"posteromedial visual area, layer 5",VISpm5
20556,L,/997/8/567/688/695/698/566/,Postpiriform transition area,TR
20563,L,/997/8/567/688/695/315/669/409/573/,"Lateral visual area, layer 4",VISl4
20564,L,/997/8/343/1065/771/987/574/,Tegmental reticular nucleus,TRN
20565,L,/997/8/343/1129/549/856/51/575/,Central lateral nucleus of the thalamus,CL
20566,L,/997/8/343/1065/354/370/576/,Accessory facial motor nucleus,ACVII
20567,L,/997/8/567/688/695/315/453/322/369/577/,"Primary somatosensory area, upper limb, layer 4",SSp-ul4
20569,L,/997/1009/983/776/956/579/,external capsule,ec
20570,L,/997/8/343/313/339/580/,Nucleus of the brachium of the inferior colliculus,NB
20571,L,/997/8/567/623/803/826/581/,Triangular nucleus of septum,TRS
20572,L,/997/8/567/688/695/315/714/731/582/,"Orbital area, medial part, layer 2/3",ORBm2/3
20573,L,/997/8/567/688/703/583/,Claustrum,CLA
20577,L,/997/8/343/313/323/795/587/,Nucleus of Darkschewitsch,ND
20578,L,/997/8/567/688/695/315/31/48/588/,"Anterior cingulate area, ventral part, layer 1",ACAv1
20580,L,/997/8/567/688/695/315/254/886/590/,"Retrosplenial area, ventral part, layer 6a",RSPv6a
20581,L,/997/8/343/313/348/165/591/,Central linear nucleus raphe,CLI
20583,L,/997/8/567/688/695/315/669/385/593/,"Primary visual area, layer 1",VISp1
20585,L,/997/1009/991/824/1083/595/,fasciculus retroflexus,fr
20586,L,/997/8/567/623/803/826/904/596/,Diagonal band nucleus,NDB
20587,L,/997/8/567/688/695/698/589/597/,"Taenia tecta, dorsal part",TTd
20588,L,/997/8/567/688/695/315/247/1018/598/,"Ventral auditory area, layer 6b",AUDv6b
20589,L,/997/8/343/1129/549/856/51/599/,Central medial nucleus of the thalamus,CM
20590,L,/997/8/567/688/695/315/247/1011/600/,"Dorsal auditory area, layer 2/3",AUDd2/3
20591,L,/997/8/567/688/695/315/669/402/601/,"Anterolateral visual area, layer 6a",VISal6a
20593,L,/997/1009/991/768/1099/603/,fimbria,fi
20594,L,/997/8/343/1065/771/1117/604/,Nucleus incertus,NI
