Region_ID,ID_Path,Region,Abbr,General_Region,R,G,B
887,/997/8/567/688/695/315/677/897/,"Visceral area, layer 1",VISC1,Isocortex__Visceral,17,173,131
888,/997/8/343/1065/771/987/898/,Pontine central gray,PCG,Pons__Motor_related,255,186,134
890,/997/1009/967/840/900/,"anterior commissure, olfactory limb",aco,Fiber_tracts__Cranial_nerves,204,204,204
892,/997/8/567/688/695/315/669/425/902/,"Posterolateral visual area, layer 5",VISpl5,Isocortex__Visual__Posterolateral,8,133,140
893,/997/8/343/1065/354/386/903/,External cuneate nucleus,ECU,Medulla__Sensory_related,255,165,210
895,/997/8/567/688/695/315/669/402/905/,"Anterolateral visual area, layer 2/3",VISal2/3,Isocortex__Visual__Anterolateral,8,133,140
896,/997/8/567/688/695/315/254/894/906/,"Retrosplenial area, lateral agranular part, layer 6a",RSPagl6a,Isocortex__Retrosplenial__Lateral_agranular,26,166,152
897,/997/8/343/1129/549/856/51/907/,Paracentral nucleus,PCN,Thalamus__Polymodal_association_cortex_related,255,144,159
898,/997/1009/991/768/908/,"anterior commissure, temporal limb",act,Fiber_tracts__medial_forebrain_bundle_system,204,204,204
900,/997/8/567/688/695/315/714/731/910/,"Orbital area, medial part, layer 6a",ORBm6a,Isocortex__Orbital__Medial,36,138,94
901,/997/1009/967/911/,trochlear nerve,IVn,Fiber_tracts__Cranial_nerves,204,204,204
902,/997/8/512/528/645/912/,Lingula (I),LING,Cerebellar_cortex__Vermal_regions,255,252,145
904,/997/8/343/1129/1097/141/914/,Posterodorsal preoptic nucleus,PD,Hypothalamus__Periventricular_region,255,85,71
906,/997/1009/967/848/916/,brachium of the superior colliculus,bsc,Fiber_tracts__Cranial_nerves,204,204,204
909,/997/8/567/688/695/315/31/39/919/,"Anterior cingulate area, dorsal part, layer 6a",ACAd6a,Isocortex__Anterior_Cingulate__Dorsal,64,166,102
914,/997/1009/983/784/924/,cerebal peduncle,cpd,Fiber_tracts__lateral_forebrain_bundle_system,204,204,204
917,/997/8/567/688/695/315/31/39/927/,"Anterior cingulate area, dorsal part, layer 6b",ACAd6b,Isocortex__Anterior_Cingulate__Dorsal,64,166,102
919,/997/8/567/688/695/315/453/322/353/929/,"Primary somatosensory area, nose, layer 6b",SSp-n6b,Isocortex__Somatosensory__Nose,24,128,100
920,/997/8/343/1129/549/856/51/930/,Parafascicular nucleus,PF,Thalamus__Polymodal_association_cortex_related,255,144,159
921,/997/8/343/1065/771/987/931/,Pontine gray,PG,Pons__Motor_related,255,186,134
925,/997/8/567/688/695/315/31/39/935/,"Anterior cingulate area, dorsal part, layer 1",ACAd1,Isocortex__Anterior_Cingulate__Dorsal,64,166,102
926,/997/8/512/528/645/936/,Declive (VI),DEC,Cerebellar_cortex__Vermal_regions,255,252,145
929,/997/8/343/1065/354/370/135/939/,"Nucleus ambiguus, dorsal division",AMBd,Medulla__Motor_related,255,179,217
930,/997/1009/991/768/940/,cingulum bundle,cing,Fiber_tracts__medial_forebrain_bundle_system,204,204,204
933,/997/8/567/688/695/315/500/985/943/,"Primary motor area, Layer 2/3",MOp2/3,Isocortex__Motor__Primary,31,157,90
934,/997/8/512/528/645/944/,Folium-tuber vermis (VII),FOTU,Cerebellar_cortex__Vermal_regions,255,252,145
935,/997/8/567/688/695/315/453/322/369/945/,"Primary somatosensory area, upper limb, layer 6a",SSp-ul6a,Isocortex__Somatosensory__Upper_limb,24,128,100
936,/997/8/343/1129/1097/467/946/,Posterior hypothalamic nucleus,PH,Hypothalamus__Medial_zone,255,76,62
939,/997/1009/967/949/,vomeronasal nerve,von,Fiber_tracts__Cranial_nerves,204,204,204
940,/997/8/567/688/695/315/453/322/345/950/,"Primary somatosensory area, mouth, layer 4",SSp-m4,Isocortex__Somatosensory__Mouth,24,128,100
941,/997/8/512/528/645/951/,Pyramus (VIII),PYR,Cerebellar_cortex__Vermal_regions,255,252,145
942,/997/8/567/688/703/942/952/,"Endopiriform nucleus, dorsal part",EPd,Cortical_subplate,160,238,157
944,/997/8/567/688/695/315/247/1002/954/,"Primary auditory area, layer 6a",AUDp6a,Isocortex__Auditory__Primary,1,147,153
945,/997/8/343/1065/354/370/235/955/,"Lateral reticular nucleus, magnocellular part",LRNm,Medulla__Motor_related,255,179,217
946,/997/1009/983/776/956/,"corpus callosum, anterior forceps",fa,Fiber_tracts__lateral_forebrain_bundle_system,204,204,204
947,/997/8/512/528/645/957/,Uvula (IX),UVU,Cerebellar_cortex__Vermal_regions,255,252,145
949,/997/8/567/688/695/315/247/1018/959/,"Ventral auditory area, layer 1",AUDv1,Isocortex__Auditory__Ventral,1,147,153
951,/997/8/567/688/695/698/961/,Piriform area,PIR,Olfactory,106,203,186
952,/997/8/567/688/695/315/500/993/962/,"Secondary motor area, layer 2/3",MOs2/3,Isocortex__Motor__Secondary,31,157,90
953,/997/8/343/1065/354/370/235/963/,"Lateral reticular nucleus, parvicellular part",LRNp,Medulla__Motor_related,255,179,217
954,/997/1009/983/776/964/,"corpus callosum, extreme capsule",ee,Fiber_tracts__lateral_forebrain_bundle_system,204,204,204
955,/997/8/567/688/695/315/254/894/965/,"Retrosplenial area, lateral agranular part, layer 2/3",RSPagl2/3,Isocortex__Retrosplenial__Lateral_agranular,26,166,152
956,/997/8/567/688/703/942/966/,"Endopiriform nucleus, ventral part",EPv,Cortical_subplate,160,238,157
958,/997/8/512/528/645/968/,Nodulus (X),NOD,Cerebellar_cortex__Vermal_regions,255,252,145
959,/997/8/567/688/695/315/714/746/969/,"Orbital area, ventrolateral part, layer 1",ORBvl1,Isocortex__Orbital__Ventrolateral,36,138,94
960,/997/8/343/1065/354/370/938/970/,"Paragigantocellular reticular nucleus, dorsal part",PGRNd,Medulla__Motor_related,255,179,217
961,/997/1009/983/776/971/,"corpus callosum, posterior forceps",fp,Fiber_tracts__lateral_forebrain_bundle_system,204,204,204
963,/997/8/567/688/695/315/669/409/973/,"Lateral visual area, layer 2/3",VISl2/3,Isocortex__Visual__Lateral,8,133,140
964,/997/8/567/688/695/315/453/322/345/974/,"Primary somatosensory area, mouth, layer 5",SSp-m5,Isocortex__Somatosensory__Mouth,24,128,100
965,/997/8/343/313/323/975/,Edinger-Westphal nucleus,EW,Midbrain__Motor_related,255,144,255
966,/997/8/512/528/645/920/976/,Lobule II,CENT2,Cerebellar_cortex__Vermal_regions,255,252,145
967,/997/8/567/688/695/315/895/977/,Ectorhinal area/Layer 6a,ECT6a,Isocortex__Ectorhinal,13,159,145
968,/997/8/343/1065/354/370/938/978/,"Paragigantocellular reticular nucleus, lateral part",PGRNl,Medulla__Motor_related,255,179,217
970,/997/8/343/1129/1097/467/980/,Dorsal premammillary nucleus,PMd,Hypothalamus__Medial_zone,255,76,62
971,/997/8/567/688/695/315/453/322/329/981/,"Primary somatosensory area, barrel field, layer 1",SSp-bfd1,Isocortex__Somatosensory__Barrel_field,24,128,100
972,/997/8/567/688/695/1089/1080/982/,Fasciola cinerea,FC,Hippocampal,126,208,75
974,/997/8/512/528/645/920/984/,Lobule III,CENT3,Cerebellar_cortex__Vermal_regions,255,252,145
976,/997/1009/983/776/986/,"corpus callosum, splenium",ccs,Fiber_tracts__lateral_forebrain_bundle_system,204,204,204
978,/997/8/567/688/695/315/895/988/,Ectorhinal area/Layer 5,ECT5,Isocortex__Ectorhinal,13,159,145
979,/997/8/512/519/989/,Fastigial nucleus,FN,Cerebellar_nuclei,255,253,188
980,/997/8/567/688/695/315/247/1018/990/,"Ventral auditory area, layer 4",AUDv4,Isocortex__Auditory__Ventral,1,147,153
986,/997/8/567/688/695/315/95/104/996/,"Agranular insular area, dorsal part, layer 1",AId1,Isocortex__Agranular_insula__Dorsal,33,152,102
987,/997/,brain,brain,Brain__Other,255,255,255
988,/997/8/567/623/477/493/998/,Fundus of striatum,FS,Striatum__Ventral,128,205,248
994,/997/8/343/1129/1097/467/1004/,Ventral premammillary nucleus,PMv,Hypothalamus__Medial_zone,255,76,62
995,/997/8/567/688/695/315/247/1002/1005/,"Primary auditory area, layer 6b",AUDp6b,Isocortex__Auditory__Primary,1,147,153
996,/997/8/567/688/695/315/453/322/361/1006/,"Primary somatosensory area, trunk, layer 1",SSp-tr1,Isocortex__Somatosensory__Trunk,24,128,100
997,/997/8/512/528/1073/1007/,Simple lobule,SIM,Cerebellar_cortex__Hemispheric_regions,255,252,145
999,/997/1009/,fiber tracts,fiber tracts,Fiber_tracts__Other,204,204,204
1000,/997/8/567/688/695/315/677/1010/,"Visceral area, layer 4",VISC4,Isocortex__Visceral,17,173,131
1004,/997/8/567/688/695/315/31/39/1015/,"Anterior cingulate area, dorsal part, layer 5",ACAd5,Isocortex__Anterior_Cingulate__Dorsal,64,166,102
1005,/997/1009/967/840/1016/,olfactory nerve layer of main olfactory bulb,onl,Fiber_tracts__Cranial_nerves,204,204,204
1009,/997/8/343/1129/549/856/138/1020/,Posterior complex of the thalamus,PO,Thalamus__Polymodal_association_cortex_related,255,144,159
1010,/997/8/567/688/695/315/500/993/1021/,"Secondary motor area, layer 6a",MOs6a,Isocortex__Motor__Secondary,31,157,90
1011,/997/8/567/623/803/818/1022/,"Globus pallidus, external segment",GPe,Pallidum,133,153,204
1012,/997/8/567/688/695/315/247/1018/1023/,"Ventral auditory area, layer 5",AUDv5,Isocortex__Auditory__Ventral,1,147,153
1014,/997/8/512/528/1073/1025/,Paramedian lobule,PRM,Cerebellar_cortex__Hemispheric_regions,255,252,145
1015,/997/8/567/688/695/315/453/322/369/1026/,"Primary somatosensory area, upper limb, layer 6b",SSp-ul6b,Isocortex__Somatosensory__Upper_limb,24,128,100
1018,/997/8/343/1129/549/856/138/1029/,Posterior limiting nucleus of the thalamus,POL,Thalamus__Polymodal_association_cortex_related,255,144,159
1019,/997/8/567/688/695/315/453/322/337/1030/,"Primary somatosensory area, lower limb, layer 1",SSp-ll1,Isocortex__Somatosensory__Lower_limb,24,128,100
1020,/997/8/567/623/803/818/1031/,"Globus pallidus, internal segment",GPi,Pallidum,133,153,204
1022,/997/8/512/528/1073/1033/,Copula pyramidis,COPY,Cerebellar_cortex__Hemispheric_regions,255,252,145
1024,/997/8/567/688/695/315/453/378/1035/,"Supplemental somatosensory area, layer 4",SSs4,Isocortex__Somatosensory__Supplemental,24,128,100
1026,/997/8/567/688/695/1089/822/1037/,Postsubiculum,POST,Retrohippocampal__Subiculum,72,200,60
1027,/997/8/567/688/695/315/453/322/329/1038/,"Primary somatosensory area, barrel field, layer 6a",SSp-bfd6a,Isocortex__Somatosensory__Barrel_field,24,128,100
1028,/997/8/343/1065/354/386/720/1039/,Gracile nucleus,GR,Medulla__Sensory_related,255,165,210
1030,/997/8/512/528/1073/1041/,Paraflocculus,PFL,Cerebellar_cortex__Hemispheric_regions,255,252,145
1032,/997/1009/1000/877/1043/,crossed tectospinal pathway,tspc,Fiber_tracts__Extrapyramidal_fiber_system,204,204,204
1033,/997/8/343/1129/549/864/1044/,Peripeduncular nucleus,PP,Thalamus__Sensory-motor_cortex_related,255,128,132
1034,/997/8/567/688/695/315/895/1045/,Ectorhinal area/Layer 6b,ECT6b,Isocortex__Ectorhinal,13,159,145
1035,/997/8/567/688/695/315/669/394/1046/,"Anteromedial visual area, layer 6a",VISam6a,Isocortex__Visual__Anteromedial,8,133,140
1036,/997/8/567/688/695/315/453/322/329/1047/,"Primary somatosensory area, barrel field, layer 4",SSp-bfd4,Isocortex__Somatosensory__Barrel_field,24,128,100
1037,/997/8/343/1065/354/370/1048/,Gigantocellular reticular nucleus,GRN,Medulla__Motor_related,255,179,217
1038,/997/8/512/528/1073/1049/,Flocculus,FL,Cerebellar_cortex__Hemispheric_regions,255,252,145
1041,/997/8/343/313/348/1052/,Pedunculopontine nucleus,PPN,Midbrain__Behavioral_state_related,255,166,255
1043,/997/8/567/688/695/315/44/1054/,"Infralimbic area, layer 6a",ILA6a,Isocortex__Infralimbic,89,179,99
1045,/997/8/512/528/1073/1017/1056/,Crus 1,ANcr1,Cerebellar_cortex__Hemispheric_regions,255,252,145
1047,/997/8/567/688/695/315/677/1058/,"Visceral area, layer 5",VISC5,Isocortex__Visceral,17,173,131
1049,/997/1009/1000/877/1060/,doral tegmental decussation,dtd,Fiber_tracts__Extrapyramidal_fiber_system,204,204,204
1050,/997/8/343/313/323/1100/1061/,Posterior pretectal nucleus,PPT,Midbrain__Motor_related,255,144,255
1051,/997/8/567/688/695/315/453/322/329/1062/,"Primary somatosensory area, barrel field, layer 6b",SSp-bfd6b,Isocortex__Somatosensory__Barrel_field,24,128,100
1053,/997/8/512/528/1073/1017/1064/,Crus 2,ANcr2,Cerebellar_cortex__Hemispheric_regions,255,252,145
1055,/997/8/567/688/695/315/669/394/1066/,"Anteromedial visual area, layer 2/3",VISam2/3,Isocortex__Visual__Anteromedial,8,133,140
1058,/997/8/343/1065/354/370/1069/,Parapyramidal nucleus,PPY,Medulla__Motor_related,255,179,217
1059,/997/8/567/688/695/315/453/322/329/1070/,"Primary somatosensory area, barrel field, layer 5",SSp-bfd5,Isocortex__Somatosensory__Barrel_field,24,128,100
1061,/997/8/343/1129/549/864/1008/475/1072/,"Medial geniculate complex, dorsal part",MGd,Thalamus__Sensory-motor_cortex_related,255,128,132
1063,/997/8/567/688/695/315/669/402/1074/,"Anterolateral visual area, layer 1",VISal1,Isocortex__Visual__Anterolateral,8,133,140
1066,/997/8/343/1129/549/856/444/1077/,Perireunensis nucleus,PR,Thalamus__Polymodal_association_cortex_related,255,144,159
1068,/997/8/343/1129/549/864/1008/475/1079/,"Medial geniculate complex, ventral part",MGv,Thalamus__Sensory-motor_cortex_related,255,128,132
1070,/997/8/567/688/695/315/44/1081/,"Infralimbic area, layer 6b",ILA6b,Isocortex__Infralimbic,89,179,99
1073,/997/8/567/688/695/1089/822/1084/,Presubiculum,PRE,Retrohippocampal__Subiculum,89,185,71
1074,/997/8/567/688/695/315/500/993/1085/,"Secondary motor area, layer 6b",MOs6b,Isocortex__Motor__Secondary,31,157,90
1075,/997/8/567/688/695/315/453/322/361/1086/,"Primary somatosensory area, trunk, layer 4",SSp-tr4,Isocortex__Somatosensory__Trunk,24,128,100
1077,/997/8/343/1129/549/864/1008/475/1088/,"Medial geniculate complex, medial part",MGm,Thalamus__Sensory-motor_cortex_related,255,128,132
1078,/997/8/567/688/695/1089/,Hippocampal formation,HPF,Hippocampal,126,208,75
1079,/997/8/567/688/695/315/453/378/1090/,"Supplemental somatosensory area, layer 5",SSs5,Isocortex__Somatosensory__Supplemental,24,128,100
1080,/997/8/512/528/645/928/1091/,Lobules IV-V,"CUL4, 5",Cerebellar_cortex__Vermal_regions,255,252,145
1081,/997/1009/983/896/1092/,external medullary lamina of the thalamus,em,Fiber_tracts__lateral_forebrain_bundle_system,204,204,204
1082,/997/8/343/1065/771/987/1093/,"Pontine reticular nucleus, caudal part",PRNc,Pons__Motor_related,255,186,134
1083,/997/8/567/688/695/315/453/322/337/1094/,"Primary somatosensory area, lower limb, layer 4",SSp-ll4,Isocortex__Somatosensory__Lower_limb,24,128,100
1085,/997/8/343/1129/549/856/239/127/1096/,"Anteromedial nucleus, dorsal part",AMd,Thalamus__Polymodal_association_cortex_related,255,144,159
1086,/997/8/343/1129/1097/,Hypothalamus,HY,Hypothalamus__Other,230,68,56
1087,/997/8/343/1065/354/370/395/1098/,"Medullary reticular nucleus, dorsal part",MDRNd,Medulla__Motor_related,255,179,217
1090,/997/8/567/688/695/315/95/104/1101/,"Agranular insular area, dorsal part, layer 5",AId5,Isocortex__Agranular_insula__Dorsal,33,152,102
1091,/997/8/567/688/695/315/453/322/345/1102/,"Primary somatosensory area, mouth, layer 6a",SSp-m6a,Isocortex__Somatosensory__Mouth,24,128,100
1093,/997/8/343/1129/549/856/239/127/1104/,"Anteromedial nucleus, ventral part",AMv,Thalamus__Polymodal_association_cortex_related,255,144,159
1094,/997/8/567/623/477/278/1105/,Intercalated amygdalar nucleus,IA,Striatum-like__amygdalar_nuclei,128,192,226
1095,/997/8/567/688/695/315/677/1106/,"Visceral area, layer 2/3",VISC2/3,Isocortex__Visceral,17,173,131
1096,/997/8/343/1065/354/370/395/1107/,"Medullary reticular nucleus, ventral part",MDRNv,Medulla__Motor_related,255,179,217
1097,/997/1009/983/776/1108/,genu of corpus callosum,ccg,Fiber_tracts__lateral_forebrain_bundle_system,204,204,204
1098,/997/8/343/1129/1097/141/1109/,Parastrial nucleus,PS,Hypothalamus__Periventricular_region,255,85,71
1100,/997/8/567/688/695/315/453/322/361/1111/,"Primary somatosensory area, trunk, layer 5",SSp-tr5,Isocortex__Somatosensory__Trunk,24,128,100
1102,/997/8/343/1129/549/856/239/1113/,Interanterodorsal nucleus of the thalamus,IAD,Thalamus__Polymodal_association_cortex_related,255,144,159
1103,/997/8/567/688/695/315/669/402/1114/,"Anterolateral visual area, layer 4",VISal4,Isocortex__Visual__Anterolateral,8,133,140
1104,/997/1009/967/798/1116/,genu of the facial nerve,gVIIn,Fiber_tracts__Cranial_nerves,204,204,204
1108,/997/8/343/1129/549/856/239/1120/,Interanteromedial nucleus of the thalamus,IAM,Thalamus__Polymodal_association_cortex_related,255,144,159
1109,/997/8/567/688/695/1089/822/909/918/1121/,"Entorhinal area, lateral part, layer 1",ENTl1,Retrohippocampal__Entorhinal__Lateral,50,184,37
1110,/997/1009/960/752/1123/,inferior cerebellar peduncle,icp,Fiber_tracts__Cerebellum_related,204,204,204
1112,/997/8/567/688/695/315/714/746/1125/,"Orbital area, ventrolateral part, layer 5",ORBvl5,Isocortex__Orbital__Ventrolateral,36,138,94
1113,/997/8/343/1129/1097/467/331/557/1126/,"Tuberomammillary nucleus, dorsal part",TMd,Hypothalamus__Medial_zone,255,76,62
1114,/997/8/567/688/695/315/541/1127/,"Temporal association areas, layer 2/3",TEa2/3,Isocortex__Temporal_association,21,176,179
1115,/997/8/567/688/695/315/453/322/337/1128/,"Primary somatosensory area, lower limb, layer 5",SSp-ll5,Isocortex__Somatosensory__Lower_limb,24,128,100
1120,/997/8/567/688/695/698/619/1139/,"Nucleus of the lateral olfactory tract, layer 3",NLOT3,Olfactory,149,228,200
1127,/997/8/343/1129/1097/10671/,Median eminence,ME,Hypothalamus__Median_eminence,242,72,59
1159,/997/8/567/688/695/1089/1080/726/10703/,"Dentate gyrus, molecular layer",DG-mo,Hippocampal,126,208,75
1160,/997/8/567/688/695/1089/1080/726/10704/,"Dentate gyrus, polymorph layer",DG-po,Hippocampal,126,208,75
1201,/997/8/567/688/695/315/453/322/182305689/182305693/,"Primary somatosensory area, unassigned, layer 1",SSp-un1,Isocortex__Somatosensory__Unassigned,24,128,100
1202,/997/8/567/688/695/315/453/322/182305689/182305697/,"Primary somatosensory area, unassigned, layer 2/3",SSp-un2/3,Isocortex__Somatosensory__Unassigned,24,128,100
1203,/997/8/567/688/695/315/453/322/182305689/182305701/,"Primary somatosensory area, unassigned, layer 4",SSp-un4,Isocortex__Somatosensory__Unassigned,24,128,100
1204,/997/8/567/688/695/315/453/322/182305689/182305705/,"Primary somatosensory area, unassigned, layer 5",SSp-un5,Isocortex__Somatosensory__Unassigned,24,128,100
1205,/997/8/567/688/695/315/453/322/182305689/182305709/,"Primary somatosensory area, unassigned, layer 6a",SSp-un6a,Isocortex__Somatosensory__Unassigned,24,128,100
1206,/997/8/567/688/695/315/453/322/182305689/182305713/,"Primary somatosensory area, unassigned, layer 6b",SSp-un6b,Isocortex__Somatosensory__Unassigned,24,128,100
1209,/997/8/567/688/695/315/22/312782546/312782550/,"Anterior area, layer 1",VISa1,Isocortex__Visual__Anterior,0,159,172
1210,/997/8/567/688/695/315/22/312782546/312782554/,"Anterior area, layer 2/3",VISa2/3,Isocortex__Visual__Anterior,0,159,172
1211,/997/8/567/688/695/315/22/312782546/312782558/,"Anterior area, layer 4",VISa4,Isocortex__Visual__Anterior,0,159,172
1212,/997/8/567/688/695/315/22/312782546/312782562/,"Anterior area, layer 5",VISa5,Isocortex__Visual__Anterior,0,159,172
1213,/997/8/567/688/695/315/22/312782546/312782566/,"Anterior area, layer 6a",VISa6a,Isocortex__Visual__Anterior,0,159,172
1214,/997/8/567/688/695/315/22/312782546/312782570/,"Anterior area, layer 6b",VISa6b,Isocortex__Visual__Anterior,0,159,172
1216,/997/8/567/688/695/315/669/312782574/312782578/,"Laterointermediate area, layer 1",VISli1,Isocortex__Visual__Laterointermediate,8,133,140
1217,/997/8/567/688/695/315/669/312782574/312782582/,"Laterointermediate area, layer 2/3",VISli2/3,Isocortex__Visual__Laterointermediate,8,133,140
1218,/997/8/567/688/695/315/669/312782574/312782586/,"Laterointermediate area, layer 4",VISli4,Isocortex__Visual__Laterointermediate,8,133,140
1219,/997/8/567/688/695/315/669/312782574/312782590/,"Laterointermediate area, layer 5",VISli5,Isocortex__Visual__Laterointermediate,8,133,140
1220,/997/8/567/688/695/315/669/312782574/312782594/,"Laterointermediate area, layer 6a",VISli6a,Isocortex__Visual__Laterointermediate,8,133,140
1221,/997/8/567/688/695/315/669/312782574/312782598/,"Laterointermediate area, layer 6b",VISli6b,Isocortex__Visual__Laterointermediate,8,133,140
1222,/997/8/567/688/695/315/22/417/312782604/,"Rostrolateral area, layer 1",VISrl1,Isocortex__Visual__Rostrolateral,0,159,172
1223,/997/8/567/688/695/315/22/417/312782608/,"Rostrolateral area, layer 2/3",VISrl2/3,Isocortex__Visual__Rostrolateral,0,159,172
1224,/997/8/567/688/695/315/22/417/312782612/,"Rostrolateral area, layer 4",VISrl4,Isocortex__Visual__Rostrolateral,0,159,172
1225,/997/8/567/688/695/315/22/417/312782616/,"Rostrolateral area, layer 5",VISrl5,Isocortex__Visual__Rostrolateral,0,159,172
1226,/997/8/567/688/695/315/22/417/312782620/,"Rostrolateral area, layer 6a",VISrl6a,Isocortex__Visual__Rostrolateral,0,159,172
1227,/997/8/567/688/695/315/22/417/312782624/,"Rostrolateral area, layer 6b",VISrl6b,Isocortex__Visual__Rostrolateral,0,159,172
1229,/997/8/567/688/695/315/669/312782628/312782632/,"Postrhinal area, layer 1",VISpor1,Isocortex__Visual__Postrhinal,8,133,140
1230,/997/8/567/688/695/315/669/312782628/312782636/,"Postrhinal area, layer 2/3",VISpor2/3,Isocortex__Visual__Postrhinal,8,133,140
1231,/997/8/567/688/695/315/669/312782628/312782640/,"Postrhinal area, layer 4",VISpor4,Isocortex__Visual__Postrhinal,8,133,140
1232,/997/8/567/688/695/315/669/312782628/312782644/,"Postrhinal area, layer 5",VISpor5,Isocortex__Visual__Postrhinal,8,133,140
1233,/997/8/567/688/695/315/669/312782628/312782648/,"Postrhinal area, layer 6a",VISpor6a,Isocortex__Visual__Postrhinal,8,133,140
1234,/997/8/567/688/695/315/669/312782628/312782652/,"Postrhinal area, layer 6b",VISpor6b,Isocortex__Visual__Postrhinal,8,133,140
1270,/997/8/567/688/695/1089/822/484682470/,Prosubiculum,ProS,Retrohippocampal__Subiculum,88,186,72
1279,/997/8/567/688/695/1089/822/484682508/,Area prostriata,APr,Retrohippocampal__Area_prostriata,51,185,50
1280,/997/1009/484682512/,supra-callosal cerebral white matter,scwm,Fiber_tracts__Supra-callosal_cerebral_white_matter,204,204,204
1281,/997/1009/983/776/484682516/,"corpus callosum, body",ccb,Fiber_tracts__lateral_forebrain_bundle_system,204,204,204
1282,/997/1009/983/896/484682520/,optic radiation,or,Fiber_tracts__lateral_forebrain_bundle_system,204,204,204
1283,/997/1009/983/896/484682524/,auditory radiation,ar,Fiber_tracts__lateral_forebrain_bundle_system,204,204,204
1284,/997/1009/991/768/301/484682528/,commissural branch of stria terminalis,stc,Fiber_tracts__medial_forebrain_bundle_system,204,204,204
1285,/997/8/343/1129/549/864/1008/170/496345664/,"Dorsal part of the lateral geniculate complex, shell",LGd-sh,Thalamus__Sensory-motor_cortex_related,255,128,132
1286,/997/8/343/1129/549/864/1008/170/496345668/,"Dorsal part of the lateral geniculate complex, core",LGd-co,Thalamus__Sensory-motor_cortex_related,255,128,132
1287,/997/8/343/1129/549/864/1008/170/496345672/,"Dorsal part of the lateral geniculate complex, ipsilateral zone",LGd-ip,Thalamus__Sensory-motor_cortex_related,255,128,132
1288,/997/8/567/688/695/315/184/526157192/,"Frontal pole, layer 5",FRP5,Isocortex__Frontal_pole,38,143,69
1289,/997/8/567/688/695/315/184/526157196/,"Frontal pole, layer 6a",FRP6a,Isocortex__Frontal_pole,38,143,69
1290,/997/8/567/688/695/315/184/526322264/,"Frontal pole, layer 6b",FRP6b,Isocortex__Frontal_pole,38,143,69
1291,/997/8/567/688/695/315/714/731/527696977/,"Orbital area, medial part, layer 6b",ORBm6b,Isocortex__Orbital__Medial,36,138,94
1293,/997/8/343/313/323/1100/549009203/,Retroparafascicular nucleus,RPF,Midbrain__Motor_related,255,144,255
1295,/997/8/343/313/323/549009211/,Medial accesory oculomotor nucleus,MA3,Midbrain__Motor_related,255,144,255
1296,/997/8/343/1065/771/987/549009215/,Peritrigeminal zone,P5,Pons__Motor_related,255,186,134
1297,/997/8/343/1065/771/987/549009219/,Accessory trigeminal nucleus,Acs5,Pons__Motor_related,255,186,134
1298,/997/8/343/1065/771/987/549009223/,Parvicellular motor 5 nucleus,PC5,Pons__Motor_related,255,186,134
1299,/997/8/343/1065/771/987/549009227/,Intertrigeminal nucleus,I5,Pons__Motor_related,255,186,134
1300,/997/8/343/1129/549/856/138/560581551/,Ethmoid nucleus of the thalamus,Eth,Thalamus__Polymodal_association_cortex_related,255,144,159
1302,/997/8/343/1129/549/856/571/560581559/,Xiphoid thalamic nucleus,Xi,Thalamus__Polymodal_association_cortex_related,255,144,159
1303,/997/8/343/1129/549/856/51/560581563/,Posterior intralaminar thalamic nucleus,PIL,Thalamus__Polymodal_association_cortex_related,255,144,159
1304,/997/8/343/1129/549/864/637/563807435/,Posterior triangular thalamic nucleus,PoT,Thalamus__Sensory-motor_cortex_related,255,128,132
1305,/997/8/343/1129/549/856/1014/563807439/,Intermediate geniculate nucleus,IntG,Thalamus__Polymodal_association_cortex_related,255,144,159
1306,/997/8/343/1129/1097/141/576073699/,Ventromedial preoptic nucleus,VMPO,Hypothalamus__Periventricular_region,255,85,71
1307,/997/8/343/1129/1097/290/576073704/,Perifornical nucleus,PeF,Hypothalamus__Lateral_zone,242,72,59
1308,/997/8/567/688/695/1089/822/589508447/,Hippocampo-amygdalar transition area,HATA,Retrohippocampal__Hippocampo-amygdalar_transition,51,185,50
1309,/997/8/343/1065/354/386/589508451/,Paratrigeminal nucleus,Pa5,Medulla__Sensory_related,255,165,210
1310,/997/8/512/519/589508455/,Vestibulocerebellar nucleus,VeCB,Cerebellar_nuclei,255,253,188
1311,/997/8/343/313/339/599626923/,Subcommissural organ,SCO,Midbrain__Sensory_related,255,122,255
1312,/997/8/343/1065/771/987/599626927/,Posterodorsal tegmental nucleus,PDTg,Pons__Motor_related,255,186,134
1313,/997/8/343/1129/1097/467/331/491/606826647/,"Medial mammillary nucleus, lateral part",MMl,Hypothalamus__Medial_zone,255,76,62
1314,/997/8/343/1129/1097/467/331/491/606826651/,"Medial mammillary nucleus, medial part",MMm,Hypothalamus__Medial_zone,255,76,62
1315,/997/8/343/1129/1097/467/331/491/606826655/,"Medial mammillary nucleus, posterior part",MMp,Hypothalamus__Medial_zone,255,76,62
1316,/997/8/343/1129/1097/467/331/491/606826659/,"Medial mammillary nucleus, dorsal part",MMd,Hypothalamus__Medial_zone,255,76,62
1317,/997/8/343/313/323/606826663/,Paratrochlear nucleus,Pa4,Midbrain__Motor_related,255,144,255
1318,/997/8/343/313/323/607344830/,Paranigral nucleus,PN,Midbrain__Motor_related,255,144,255
1319,/997/8/343/313/348/165/100/607344834/,"Interpeduncular nucleus, rostral",IPR,Midbrain__Behavioral_state_related,255,166,255
