order,structure_ID,lowered_ID,structure_id_path,very_general_region,general_region,full_structure_name,collapsed_region_name,abbreviation,collapsed_region,other_abbreviation,other_abbreviation_defined,layer,sunburst,R,G,B
263,590,580,/997/8/567/688/695/315/254/886/590/,Isocortex,Retrosplenial,"Retrosplenial area, ventral part, layer 6a",Retrosplenial,RSPv6a,RSP,v,ventral,6a,"RSPv6a: rgb(26,164,152)",26,164,152
264,622,612,/997/8/567/688/695/315/254/886/622/,Isocortex,Retrosplenial,"Retrosplenial area, ventral part, layer 6b",Retrosplenial,RSPv6b,RSP,v,ventral,6b,"RSPv6b: rgb(26,164,151)",26,164,151
265,22,#N/A,/997/8/567/688/695/315/22/,Isocortex,Posterior parietal association,Posterior parietal association areas,Posterior parietal association,PTLp,PTLp,,,,"PTLp: rgb(0,159,172)",0,159,172
266,312782546,#N/A,/997/8/567/688/695/315/22/312782546/,Isocortex,Posterior parietal association,Anterior area,Posterior parietal association,VISa,PTL,a,anterior,,"VISa: rgb(0,159,171)",0,159,171
267,312782550,1209,/997/8/567/688/695/315/22/312782546/312782550/,Isocortex,Posterior parietal association,"Anterior area, layer 1",Posterior parietal association,VISa1,PTL,a,anterior,1,"VISa1: rgb(1,159,172)",1,159,172
268,312782554,1210,/997/8/567/688/695/315/22/312782546/312782554/,Isocortex,Posterior parietal association,"Anterior area, layer 2/3",Posterior parietal association,VISa2/3,PTL,a,anterior,45325,"VISa2/3: rgb(0,158,171)",0,158,171
269,312782558,1211,/997/8/567/688/695/315/22/312782546/312782558/,Isocortex,Posterior parietal association,"Anterior area, layer 4",Posterior parietal association,VISa4,PTL,a,anterior,4,"VISa4: rgb(1,158,172)",1,158,172
270,312782562,1212,/997/8/567/688/695/315/22/312782546/312782562/,Isocortex,Posterior parietal association,"Anterior area, layer 5",Posterior parietal association,VISa5,PTL,a,anterior,5,"VISa5: rgb(1,158,171)",1,158,171
271,312782566,1213,/997/8/567/688/695/315/22/312782546/312782566/,Isocortex,Posterior parietal association,"Anterior area, layer 6a",Posterior parietal association,VISa6a,PTL,a,anterior,6a,"VISa6a: rgb(0,157,172)",0,157,172
272,312782570,1214,/997/8/567/688/695/315/22/312782546/312782570/,Isocortex,Posterior parietal association,"Anterior area, layer 6b",Posterior parietal association,VISa6b,PTL,a,anterior,6b,"VISa6b: rgb(2,159,172)",2,159,172
273,417,#N/A,/997/8/567/688/695/315/22/417/,Isocortex,Posterior parietal association,Rostrolateral visual area,Posterior parietal association,VISrl,PTL,rl,rostrolateral,,"VISrl: rgb(0,158,170)",0,158,170
274,312782604,1222,/997/8/567/688/695/315/22/417/312782604/,Isocortex,Posterior parietal association,"Rostrolateral area, layer 1",Posterior parietal association,VISrl1,PTL,rl,rostrolateral,1,"VISrl1: rgb(2,159,171)",2,159,171
275,312782608,1223,/997/8/567/688/695/315/22/417/312782608/,Isocortex,Posterior parietal association,"Rostrolateral area, layer 2/3",Posterior parietal association,VISrl2/3,PTL,rl,rostrolateral,45325,"VISrl2/3: rgb(2,158,172)",2,158,172
276,312782612,1224,/997/8/567/688/695/315/22/417/312782612/,Isocortex,Posterior parietal association,"Rostrolateral area, layer 4",Posterior parietal association,VISrl4,PTL,rl,rostrolateral,4,"VISrl4: rgb(1,158,170)",1,158,170
277,312782616,1225,/997/8/567/688/695/315/22/417/312782616/,Isocortex,Posterior parietal association,"Rostrolateral area, layer 5",Posterior parietal association,VISrl5,PTL,rl,rostrolateral,5,"VISrl5: rgb(1,157,171)",1,157,171
278,312782620,1226,/997/8/567/688/695/315/22/417/312782620/,Isocortex,Posterior parietal association,"Rostrolateral area, layer 6a",Posterior parietal association,VISrl6a,PTL,rl,rostrolateral,6a,"VISrl6a: rgb(2,158,171)",2,158,171
279,312782624,1227,/997/8/567/688/695/315/22/417/312782624/,Isocortex,Posterior parietal association,"Rostrolateral area, layer 6b",Posterior parietal association,VISrl6b,PTL,rl,rostrolateral,6b,"VISrl6b: rgb(0,157,170)",0,157,170
280,541,#N/A,/997/8/567/688/695/315/541/,Isocortex,Temporal,Temporal association areas,Temporal,TEa,TEa,,,,"TEa: rgb(22,176,179)",22,176,179
281,97,92,/997/8/567/688/695/315/541/97/,Isocortex,Temporal,"Temporal association areas, layer 1",Temporal,TEa1,TEa,,,1,"TEa1: rgb(21,176,179)",21,176,179
282,1127,1114,/997/8/567/688/695/315/541/1127/,Isocortex,Temporal,"Temporal association areas, layer 2/3",Temporal,TEa2/3,TEa,,,45325,"TEa2/3: rgb(22,175,179)",22,175,179
283,234,227,/997/8/567/688/695/315/541/234/,Isocortex,Temporal,"Temporal association areas, layer 4",Temporal,TEa4,TEa,,,4,"TEa4: rgb(21,176,178)",21,176,178
284,289,279,/997/8/567/688/695/315/541/289/,Isocortex,Temporal,"Temporal association areas, layer 5",Temporal,TEa5,TEa,,,5,"TEa5: rgb(21,175,179)",21,175,179
285,729,719,/997/8/567/688/695/315/541/729/,Isocortex,Temporal,"Temporal association areas, layer 6a",Temporal,TEa6a,TEa,,,6a,"TEa6a: rgb(21,175,178)",21,175,178
286,786,776,/997/8/567/688/695/315/541/786/,Isocortex,Temporal,"Temporal association areas, layer 6b",Temporal,TEa6b,TEa,,,6b,"TEa6b: rgb(22,176,178)",22,176,178
287,922,#N/A,/997/8/567/688/695/315/922/,Isocortex,Perirhinal,Perirhinal area,Perirhinal,PERI,PERI,,,,"PERI: rgb(15,150,131)",15,150,131
288,335,325,/997/8/567/688/695/315/922/335/,Isocortex,Perirhinal,"Perirhinal area, layer 6a",Perirhinal,PERI6a,PERI,,,6a,"PERI1: rgb(14,149,132)",14,149,132
289,368,358,/997/8/567/688/695/315/922/368/,Isocortex,Perirhinal,"Perirhinal area, layer 6b",Perirhinal,PERI6b,PERI,,,6b,"PERI2/3: rgb(14,149,131)",14,149,131
290,540,530,/997/8/567/688/695/315/922/540/,Isocortex,Perirhinal,"Perirhinal area, layer 1",Perirhinal,PERI1,PERI,,,1,"PERI5: rgb(15,150,132)",15,150,132
291,692,682,/997/8/567/688/695/315/922/692/,Isocortex,Perirhinal,"Perirhinal area, layer 5",Perirhinal,PERI5,PERI,,,5,"PERI6a: rgb(14,150,132)",14,150,132
292,888,878,/997/8/567/688/695/315/922/888/,Isocortex,Perirhinal,"Perirhinal area, layer 2/3",Perirhinal,PERI2/3,PERI,,,45325,"PERI6b: rgb(14,150,131)",14,150,131
293,895,#N/A,/997/8/567/688/695/315/895/,Isocortex,Ectorhinal,Ectorhinal area,Ectorhinal,ECT,ECT,,,,"ECT: rgb(13,158,145)",13,158,145
294,836,826,/997/8/567/688/695/315/895/836/,Isocortex,Ectorhinal,Ectorhinal area/Layer 1,Ectorhinal,ECT1,ECT,,,1,"ECT1: rgb(13,159,144)",13,159,144
295,427,417,/997/8/567/688/695/315/895/427/,Isocortex,Ectorhinal,Ectorhinal area/Layer 2/3,Ectorhinal,ECT2/3,ECT,,,45325,"ECT2/3: rgb(13,159,145)",13,159,145
296,988,978,/997/8/567/688/695/315/895/988/,Isocortex,Ectorhinal,Ectorhinal area/Layer 5,Ectorhinal,ECT5,ECT,,,5,"ECT5: rgb(13,158,144)",13,158,144
297,977,967,/997/8/567/688/695/315/895/977/,Isocortex,Ectorhinal,Ectorhinal area/Layer 6a,Ectorhinal,ECT6a,ECT,,,6a,"ECT6a: rgb(14,159,145)",14,159,145
298,1045,1034,/997/8/567/688/695/315/895/1045/,Isocortex,Ectorhinal,Ectorhinal area/Layer 6b,Ectorhinal,ECT6b,ECT,,,6b,"ECT6b: rgb(14,159,144)",14,159,144
299,698,688,/997/8/567/688/695/698/,Olfactory,Olfactory,Olfactory areas,Olfactory,OLF,OLF,,,,"OLF: rgb(153,210,189)",153,210,189
300,507,497,/997/8/567/688/695/698/507/,Olfactory,Olfactory,Main olfactory bulb,Main olfactory bulb,MOB,MOB,,,,"MOB: rgb(154,209,189)",154,209,189
301,244,237,/997/8/567/688/695/698/507/244/,Olfactory,Olfactory,"Main olfactory bulb, outer plexiform layer",Main olfactory bulb,MOBopl,MOB,opl,outer plexiform layer,,"MOBopl: rgb(154,210,189)",154,210,189
302,236,229,/997/8/567/688/695/698/507/236/,Olfactory,Olfactory,"Main olfactory bulb, mitral layer",Main olfactory bulb,MOBmi,MOB,mi,mitral layer,,"MOBmi: rgb(130,199,174)",130,199,174
303,228,221,/997/8/567/688/695/698/507/228/,Olfactory,Olfactory,"Main olfactory bulb, inner plexiform layer",Main olfactory bulb,MOBipl,MOB,ipl,inner plexiform layer,,"MOBipl: rgb(154,210,189)",154,210,189
304,220,213,/997/8/567/688/695/698/507/220/,Olfactory,Olfactory,"Main olfactory bulb, granule layer",Main olfactory bulb,MOBgr,MOB,gr,granule layer,,"MOBgr: rgb(130,199,174)",130,199,174
305,151,#N/A,/997/8/567/688/695/698/151/,Olfactory,Olfactory,Accessory olfactory bulb,Accessory olfactory bulb,AOB,AOB,,,,"AOB: rgb(157,240,210)",157,240,210
306,188,181,/997/8/567/688/695/698/151/188/,Olfactory,Olfactory,"Accessory olfactory bulb, glomerular layer",Accessory olfactory bulb,AOBgl,AOB,gl,glomerular layer,,"AOBgl: rgb(157,240,209)",157,240,209
307,196,189,/997/8/567/688/695/698/151/196/,Olfactory,Olfactory,"Accessory olfactory bulb, granular layer",Accessory olfactory bulb,AOBgr,AOB,gr,granular layer,,"AOBgr: rgb(149,228,200)",149,228,200
308,204,197,/997/8/567/688/695/698/151/204/,Olfactory,Olfactory,"Accessory olfactory bulb, mitral layer",Accessory olfactory bulb,AOBmi,AOB,mi,mitral layer,,"AOBmi: rgb(157,239,210)",157,239,210
309,159,154,/997/8/567/688/695/698/159/,Olfactory,Olfactory,Anterior olfactory nucleus,Anterior olfactory nucleus,AON,AON,,,,"AON: rgb(84,191,148)",84,191,148
310,589,#N/A,/997/8/567/688/695/698/589/,Olfactory,Olfactory,Taenia tecta,Taenia tecta,TT,TT,,,,"TT: rgb(98,207,159)",98,207,159
311,597,587,/997/8/567/688/695/698/589/597/,Olfactory,Olfactory,"Taenia tecta, dorsal part",Taenia tecta,TTd,TT,d,dorsal,,"TTd: rgb(97,208,159)",97,208,159
312,605,595,/997/8/567/688/695/698/589/605/,Olfactory,Olfactory,"Taenia tecta, ventral part",Taenia tecta,TTv,TT,v,ventral,,"TTv: rgb(98,207,158)",98,207,158
313,814,804,/997/8/567/688/695/698/814/,Olfactory,Olfactory,Dorsal peduncular area,Dorsal peduncular area,DP,DP,,,,"DP: rgb(163,218,163)",163,218,163
314,961,951,/997/8/567/688/695/698/961/,Olfactory,Olfactory,Piriform area,Piriform area,PIR,PIR,,,,"PIR: rgb(106,202,185)",106,202,185
315,619,#N/A,/997/8/567/688/695/698/619/,Olfactory,Olfactory,Nucleus of the lateral olfactory tract,Nucleus of the lateral olfactory tract,NLOT,NLOT,,,,"NLOT: rgb(149,227,199)",149,227,199
316,260,253,/997/8/567/688/695/698/619/260/,Olfactory,Olfactory,"Nucleus of the lateral olfactory tract, molecular layer",Nucleus of the lateral olfactory tract,NLOT1,NLOT,1,molecular layer,,"NLOT1: rgb(149,228,199)",149,228,199
317,268,260,/997/8/567/688/695/698/619/268/,Olfactory,Olfactory,"Nucleus of the lateral olfactory tract, pyramidal layer",Nucleus of the lateral olfactory tract,NLOT2,NLOT,2,pyramidal layer,,"NLOT2: rgb(149,227,200)",149,227,200
318,1139,1120,/997/8/567/688/695/698/619/1139/,Olfactory,Olfactory,"Nucleus of the lateral olfactory tract, layer 3",Nucleus of the lateral olfactory tract,NLOT3,NLOT,3,layer 3,,"NLOT3: rgb(148,228,199)",148,228,199
319,631,#N/A,/997/8/567/688/695/698/631/,Olfactory,Olfactory,Cortical amygdalar area,Cortical amygdalar area,COA,COA,,,,"COA: rgb(96,231,181)",96,231,181
320,639,629,/997/8/567/688/695/698/631/639/,Olfactory,Olfactory,"Cortical amygdalar area, anterior part",Cortical amygdalar area,COAa,COA,a,anterior,,"COAa: rgb(96,229,183)",96,229,183
321,647,#N/A,/997/8/567/688/695/698/631/647/,Olfactory,Olfactory,"Cortical amygdalar area, posterior part",Cortical amygdalar area,COAp,COA,p,posterior,,"COAp: rgb(95,231,182)",95,231,182
322,655,645,/997/8/567/688/695/698/631/647/655/,Olfactory,Olfactory,"Cortical amygdalar area, posterior part, lateral zone",Cortical amygdalar area,COApl,COA,pl,posterolateral,,"COApl: rgb(95,230,183)",95,230,183
323,663,653,/997/8/567/688/695/698/631/647/663/,Olfactory,Olfactory,"Cortical amygdalar area, posterior part, medial zone",Cortical amygdalar area,COApm,COA,pm,posteromedial,,"COApm: rgb(96,230,181)",96,230,181
324,788,778,/997/8/567/688/695/698/788/,Olfactory,Olfactory,Piriform-amygdalar area,Piriform-amygdalar area,PAA,PAA,,,,"PAA: rgb(89,217,170)",89,217,170
325,566,556,/997/8/567/688/695/698/566/,Olfactory,Olfactory,Postpiriform transition area,Postpiriform transition area,TR,TR,,,,"TR: rgb(168,236,210)",168,236,210
326,1089,1078,/997/8/567/688/695/1089/,Hippocampal,Hippocampal,Hippocampal formation,Hippocampal formation,HPF,HPF,,,,"HPF: rgb(125,205,75)",125,205,75
327,1080,#N/A,/997/8/567/688/695/1089/1080/,Hippocampal,Hippocampal,Hippocampal region,Hippocampal region,HIP,HIP,,,,"HIP: rgb(125,208,72)",125,208,72
328,375,#N/A,/997/8/567/688/695/1089/1080/375/,Hippocampal,Hippocampal,Ammon's horn,Ammon's horn,CA,CA,,,,"CA: rgb(126,208,74)",126,208,74
329,382,#N/A,/997/8/567/688/695/1089/1080/375/382/,Hippocampal,Hippocampal,Field CA1,Field CA1,CA1,CA1,,,,"CA1: rgb(126,207,75)",126,207,75
330,415,405,/997/8/567/688/695/1089/1080/375/382/415/,Hippocampal,Hippocampal,"Field CA1, stratum radiatum",Field CA1,CA1sr,CA1,sr,stratum radiatum,,"CA1sr: rgb(126,208,75)",126,208,75
331,407,397,/997/8/567/688/695/1089/1080/375/382/407/,Hippocampal,Hippocampal,"Field CA1, pyramidal layer",Field CA1,CA1sp,CA1,sp,pyramidal layer,,"CA1sp: rgb(102,168,61)",102,168,61
332,399,389,/997/8/567/688/695/1089/1080/375/382/399/,Hippocampal,Hippocampal,"Field CA1, stratum oriens",Field CA1,CA1so,CA1,so,stratum oriens,,"CA1so: rgb(126,208,75)",126,208,75
333,391,381,/997/8/567/688/695/1089/1080/375/382/391/,Hippocampal,Hippocampal,"Field CA1, stratum lacunosum-moleculare",Field CA1,CA1slm,CA1,slm,stratum lacunosum-moleculare,,"CA1slm: rgb(126,208,75)",126,208,75
334,423,#N/A,/997/8/567/688/695/1089/1080/375/423/,Hippocampal,Hippocampal,Field CA2,Field CA2,CA2,CA2,,,,"CA2: rgb(125,207,75)",125,207,75
335,454,444,/997/8/567/688/695/1089/1080/375/423/454,Hippocampal,Hippocampal,"Field CA2, stratum radiatum",Field CA2,CA2sr,CA2,sr,stratum radiatum,,"CA2sr: rgb(126,208,75)",126,208,75
336,446,436,/997/8/567/688/695/1089/1080/375/423/446/,Hippocampal,Hippocampal,"Field CA2, pyramidal layer",Field CA2,CA2sp,CA2,sp,pyramidal layer,,"CA2sp: rgb(102,168,61)",102,168,61
337,438,428,/997/8/567/688/695/1089/1080/375/423/438/,Hippocampal,Hippocampal,"Field CA2, stratum oriens",Field CA2,CA2so,CA2,so,stratum oriens,,"CA2so: rgb(126,208,75)",126,208,75
338,431,421,/997/8/567/688/695/1089/1080/375/423/431/,Hippocampal,Hippocampal,"Field CA2, stratum lacunosum-moleculare",Field CA2,CA2slm,CA2,slm,stratum lacunosum-moleculare,,"CA2slm: rgb(126,208,75)",126,208,75
339,463,#N/A,/997/8/567/688/695/1089/1080/375/463/,Hippocampal,Hippocampal,Field CA3,Field CA3,CA3,CA3,,,,"CA3: rgb(126,207,73)",126,207,73
340,504,494,/997/8/567/688/695/1089/1080/375/463/504/,Hippocampal,Hippocampal,"Field CA3, stratum radiatum",Field CA3,CA3sr,CA3,sr,stratum radiatum,,"CA3sr: rgb(126,208,75)",126,208,75
341,495,485,/997/8/567/688/695/1089/1080/375/463/495/,Hippocampal,Hippocampal,"Field CA3, pyramidal layer",Field CA3,CA3sp,CA3,sp,pyramidal layer,,"CA3sp: rgb(102,168,61)",102,168,61
342,486,476,/997/8/567/688/695/1089/1080/375/463/486/,Hippocampal,Hippocampal,"Field CA3, stratum oriens",Field CA3,CA3so,CA3,so,stratum oriens,,"CA3so: rgb(126,208,75)",126,208,75
343,479,469,/997/8/567/688/695/1089/1080/375/463/479/,Hippocampal,Hippocampal,"Field CA3, stratum lucidum",Field CA3,CA3slu,CA3,slu,stratum lucidum,,"CA3slu: rgb(126,208,75)",126,208,75
344,471,461,/997/8/567/688/695/1089/1080/375/463/471/,Hippocampal,Hippocampal,"Field CA3, stratum lacunosum-moleculare",Field CA3,CA3slm,CA3,slm,stratum lacunosum-moleculare,,"CA2slm: rgb(126,208,75)",126,208,75
345,726,#N/A,/997/8/567/688/695/1089/1080/726/,Hippocampal,Hippocampal,Dentate gyrus,Dentate gyrus,DG,DG,,,,"DG: rgb(125,207,73)",125,207,73
346,10703,1159,/997/8/567/688/695/1089/1080/726/10703/,Hippocampal,Hippocampal,"Dentate gyrus, molecular layer",Dentate gyrus,DG-mo,DG,mo,molecular layer,,"DG-mo: rgb(123,208,74)",123,208,74
347,10704,1160,/997/8/567/688/695/1089/1080/726/10704/,Hippocampal,Hippocampal,"Dentate gyrus, polymorph layer",Dentate gyrus,DG-po,DG,po,polymorph layer,,"DG-po: rgb(126,206,74)",126,206,74
348,632,622,/997/8/567/688/695/1089/1080/726/632/,Hippocampal,Hippocampal,"Dentate gyrus, granule cell layer",Dentate gyrus,DG-sg,DG,sg,granule cell layer,,"DG-sg: rgb(101,168,61)",101,168,61
349,982,972,/997/8/567/688/695/1089/1080/982/,Hippocampal,Hippocampal,Fasciola cinerea,Fasciola cinerea,FC,FC,,,,"FC: rgb(126,205,74)",126,205,74
350,19,17,/997/8/567/688/695/1089/1080/19/,Hippocampal,Hippocampal,Induseum griseum,Induseum griseum,IG,IG,,,,"IG: rgb(126,208,75)",126,208,75
351,822,#N/A,/997/8/567/688/695/1089/822/,Retrohippocampal,Hippocampal,Retrohippocampal region,Retrohippocampal region,RHP,RHP,,,,"RHP: rgb(48,182,37)",48,182,37
352,909,#N/A,/997/8/567/688/695/1089/822/909/,Retrohippocampal,Hippocampal,Entorhinal area,Entorhinal,ENT,ENT,,,,"ENT: rgb(50,184,34)",50,184,34
353,918,#N/A,/997/8/567/688/695/1089/822/909/918/,Retrohippocampal,Hippocampal,"Entorhinal area, lateral part",Entorhinal,ENTl,ENT,l,lateral,,"ENTl: rgb(50,181,37)",50,181,37
354,1121,1109,/997/8/567/688/695/1089/822/909/918/1121/,Retrohippocampal,Hippocampal,"Entorhinal area, lateral part, layer 1",Entorhinal,ENTl1,ENT,l,lateral,1,"ENTl1: rgb(50,183,34)",50,183,34
355,20,18,/997/8/567/688/695/1089/822/909/918/20/,Retrohippocampal,Hippocampal,"Entorhinal area, lateral part, layer 2",Entorhinal,ENTl2,ENT,l,lateral,2,"ENTl2: rgb(50,184,37)",50,184,37
356,52,47,/997/8/567/688/695/1089/822/909/918/52/,Retrohippocampal,Hippocampal,"Entorhinal area, lateral part, layer 3",Entorhinal,ENTl3,ENT,l,lateral,3,"ENTl3: rgb(50,183,37)",50,183,37
357,139,134,/997/8/567/688/695/1089/822/909/918/139/,Retrohippocampal,Hippocampal,"Entorhinal area, lateral part, layer 5",Entorhinal,ENTl5,ENT,l,lateral,5,"ENTl5: rgb(49,184,36)",49,184,36
358,28,25,/997/8/567/688/695/1089/822/909/918/28/,Retrohippocampal,Hippocampal,"Entorhinal area, lateral part, layer 6a",Entorhinal,ENTl6a,ENT,l,lateral,6a,"ENTl6a: rgb(50,184,36)",50,184,36
359,926,#N/A,/997/8/567/688/695/1089/822/909/926/,Retrohippocampal,Hippocampal,"Entorhinal area, medial part, dorsal zone",Entorhinal,ENTm,ENT,m,medial,,"ENTm: rgb(49,182,35)",49,182,35
360,526,516,/997/8/567/688/695/1089/822/909/926/526/,Retrohippocampal,Hippocampal,"Entorhinal area, medial part, dorsal zone, layer 1",Entorhinal,ENTm1,ENT,m,medial,1,"ENTm1: rgb(49,182,37)",49,182,37
361,543,533,/997/8/567/688/695/1089/822/909/926/543/,Retrohippocampal,Hippocampal,"Entorhinal area, medial part, dorsal zone, layer 2",Entorhinal,ENTm2,ENT,m,medial,2,"ENTm2: rgb(48,184,36)",48,184,36
362,664,654,/997/8/567/688/695/1089/822/909/926/664/,Retrohippocampal,Hippocampal,"Entorhinal area, medial part, dorsal zone, layer 3",Entorhinal,ENTm3,ENT,m,medial,3,"ENTm3: rgb(49,183,35)",49,183,35
363,727,717,/997/8/567/688/695/1089/822/909/926/727/,Retrohippocampal,Hippocampal,"Entorhinal area, medial part, dorsal zone, layer 5",Entorhinal,ENTm5,ENT,m,medial,5,"ENTm5: rgb(48,183,36)",48,183,36
364,743,733,/997/8/567/688/695/1089/822/909/926/743/,Retrohippocampal,Hippocampal,"Entorhinal area, medial part, dorsal zone, layer 6",Entorhinal,ENTm6,ENT,m,medial,6,"ENTm6: rgb(50,182,35)",50,182,35
365,843,833,/997/8/567/688/695/1089/822/843/,Retrohippocampal,Hippocampal,Parasubiculum,Parasubiculum,PAR,PAR,,,,"PAR: rgb(114,213,104)",114,213,104
366,1037,1026,/997/8/567/688/695/1089/822/1037/,Retrohippocampal,Hippocampal,Postsubiculum,Postsubiculum,POST,POST,,,,"POST: rgb(71,200,60)",71,200,60
367,1084,1073,/997/8/567/688/695/1089/822/1084/,Retrohippocampal,Hippocampal,Presubiculum,Presubiculum,PRE,PRE,,,,"PRE: rgb(89,184,71)",89,184,71
368,502,492,/997/8/567/688/695/1089/822/502/,Retrohippocampal,Hippocampal,Subiculum,Subiculum,SUB,SUB,,,,"SUB: rgb(79,194,68)",79,194,68
369,484682470,1270,/997/8/567/688/695/1089/822/484682470/,Retrohippocampal,Hippocampal,Prosubiculum,Prosubiculum,ProS,ProS,,,,"ProS: rgb(87,185,71)",87,185,71
370,589508447,1308,/997/8/567/688/695/1089/822/589508447/,Retrohippocampal,Hippocampal,Hippocampo-amygdalar transition area,Hippocampo-amygdalar transition area,HATA,HATA,,,,"HATA: rgb(51,185,49)",51,185,49
371,484682508,1279,/997/8/567/688/695/1089/822/484682508/,Retrohippocampal,Hippocampal,Area prostriata,Area prostriata,APr,APr,,,,"APr: rgb(51,185,50)",51,185,50
372,703,693,/997/8/567/688/703/,Cortical subplate,Cortical subplate,Cortical subplate,Cortical subplate,CTXsp,CTXsp,,,,"CTXsp: rgb(138,217,135)",138,217,135
373,583,573,/997/8/567/688/703/583/,Cortical subplate,Cortical subplate,Claustrum,Claustrum,CLA,CLA,,,,"CLA: rgb(138,218,134)",138,218,134
374,942,#N/A,/997/8/567/688/703/942/,Cortical subplate,Cortical subplate,Endopiriform nucleus,Endopiriform nucleus,EP,EP,,,,"EP: rgb(160,238,157)",160,238,157
375,952,942,/997/8/567/688/703/942/952/,Cortical subplate,Cortical subplate,"Endopiriform nucleus, dorsal part",Endopiriform nucleus,EPd,EP,d,dorsal,,"EPd: rgb(160,238,156)",160,238,156
376,966,956,/997/8/567/688/703/942/966/,Cortical subplate,Cortical subplate,"Endopiriform nucleus, ventral part",Endopiriform nucleus,EPv,EP,v,ventral,,"EPv: rgb(160,237,157)",160,237,157
377,131,126,/997/8/567/688/703/131/,Cortical subplate,Cortical subplate,Lateral amygdalar nucleus,Lateral amygdalar nucleus,LA,LA,,,,"LA: rgb(144,235,141)",144,235,141
378,295,#N/A,/997/8/567/688/703/295/,Cortical subplate,Cortical subplate,Basolateral amygdalar nucleus,Basolateral amygdalar nucleus,BLA,BLA,,,,"BLA: rgb(157,231,156)",157,231,156
379,303,293,/997/8/567/688/703/295/303/,Cortical subplate,Cortical subplate,"Basolateral amygdalar nucleus, anterior part",Basolateral amygdalar nucleus,BLAa,BLA,a,anterior,,"BLAa: rgb(157,231,155)",157,231,155
380,311,301,/997/8/567/688/703/295/311/,Cortical subplate,Cortical subplate,"Basolateral amygdalar nucleus, posterior part",Basolateral amygdalar nucleus,BLAp,BLA,p,posterior,,"BLAp: rgb(157,230,156)",157,230,156
381,451,441,/997/8/567/688/703/295/451/,Cortical subplate,Cortical subplate,"Basolateral amygdalar nucleus, ventral part",Basolateral amygdalar nucleus,BLAv,BLA,v,ventral,,"BLAv: rgb(156,231,156)",156,231,156
382,319,#N/A,/997/8/567/688/703/319/,Cortical subplate,Cortical subplate,Basomedial amygdalar nucleus,Basomedial amygdalar nucleus,BMA,BMA,,,,"BMA: rgb(132,234,129)",132,234,129
383,327,317,/997/8/567/688/703/319/327/,Cortical subplate,Cortical subplate,"Basomedial amygdalar nucleus, anterior part",Basomedial amygdalar nucleus,BMAa,BMA,a,anterior,,"BMAa: rgb(132,234,128)",132,234,128
384,334,324,/997/8/567/688/703/319/334/,Cortical subplate,Cortical subplate,"Basomedial amygdalar nucleus, posterior part",Basomedial amygdalar nucleus,BMAp,BMA,p,posterior,,"BMAp: rgb(132,233,129)",132,233,129
385,780,770,/997/8/567/688/703/780/,Cortical subplate,Cortical subplate,Posterior amygdalar nucleus,Posterior amygdalar nucleus,PA,PA,,,,"PA: rgb(151,236,147)",151,236,147
386,623,#N/A,/997/8/567/623/,Cerebral nuclei,Cerebral nuclei,Cerebral nuclei,Cerebral nuclei,CNU,CNU,,,,"CNU: rgb(152,214,248)",152,214,248
387,477,467,/997/8/567/623/477/,Striatum,Striatum,Striatum,Striatum,STR,STR,,,,"STR: rgb(151,214,249)",151,214,249
388,485,#N/A,/997/8/567/623/477/485/,Striatum,Striatum,Striatum dorsal region,Striatum,STRd,STR,d,dorsal,,"STRd: rgb(152,214,249)",152,214,249
389,672,662,/997/8/567/623/477/485/672/,Striatum,Striatum,Caudoputamen,Caudoputamen,CP,CP,,,,"CP: rgb(152,213,249)",152,213,249
390,493,#N/A,/997/8/567/623/477/493/,Striatum,Striatum,Striatum ventral region,Striatum,STRv,STR,v,ventral,,"STRv: rgb(127,205,247)",127,205,247
391,56,51,/997/8/567/623/477/493/56/,Striatum,Striatum,Nucleus accumbens,Nucleus accumbens,ACB,ACB,,,,"ACB: rgb(128,205,248)",128,205,248
392,998,988,/997/8/567/623/477/493/998/,Striatum,Striatum,Fundus of striatum,Fundus of striatum,FS,FS,,,,"FS: rgb(126,205,248)",126,205,248
393,754,744,/997/8/567/623/477/493/754/,Striatum,Striatum,Olfactory tubercle,Olfactory tubercle,OT,OT,,,,"OT: rgb(127,204,247)",127,204,247
394,275,#N/A,/997/8/567/623/477/275/,Striatum,Striatum,Lateral septal complex,Lateral septal complex,LSX,LSX,,,,"LSX: rgb(144,202,236)",144,202,236
395,242,#N/A,/997/8/567/623/477/275/242/,Striatum,Striatum,Lateral septal nucleus,Lateral septal nucleus,LS,LS,,,,"LS: rgb(144,203,237)",144,203,237
396,250,243,/997/8/567/623/477/275/242/250/,Striatum,Striatum,"Lateral septal nucleus, caudal (caudodorsal) part",Lateral septal nucleus,LSc,LS,c,caudal,,"LSc: rgb(144,203,236)",144,203,236
397,258,251,/997/8/567/623/477/275/242/258/,Striatum,Striatum,"Lateral septal nucleus, rostral (rostroventral) part",Lateral septal nucleus,LSr,LS,r,rostral,,"LSr: rgb(144,202,237)",144,202,237
398,266,258,/997/8/567/623/477/275/242/266/,Striatum,Striatum,"Lateral septal nucleus, ventral part",Lateral septal nucleus,LSv,LS,v,ventral,,"LSv: rgb(143,203,237)",143,203,237
399,310,300,/997/8/567/623/477/275/310/,Striatum,Striatum,Septofimbrial nucleus,Septofimbrial nucleus,SF,SF,,,,"SF: rgb(143,203,236)",143,203,236
