cluster_alias,neurotransmitter,supercluster,cluster,subcluster
912,GLY,Splatter,Splat_349,Splat_349_912
913,GLY,Splatter,Splat_349,Splat_349_913
914,GLY,Splatter,Splat_347,Splat_347_914
915,GLY,Splatter,Splat_347,Splat_347_915
916,GABA,Splatter,Splat_381,Splat_381_916
917,GABA,Splatter,Splat_381,Splat_381_917
918,GABA,Splatter,Splat_381,Splat_381_918
919,VGLUT2,Splatter,Splat_344,Splat_344_919
920,VGLUT2,Splatter,Splat_374,Splat_374_920
921,VGLUT2,Splatter,Splat_374,Splat_374_921
922,VGLUT2,Splatter,Splat_374,Splat_374_922
923,VGLUT2,Splatter,Splat_374,Splat_374_923
924,VGLUT2,Splatter,Splat_374,Splat_374_924
925,VGLUT2,Splatter,Splat_374,Splat_374_925
926,VGLUT2,Splatter,Splat_374,Splat_374_926
927,VGLUT2,Splatter,Splat_374,Splat_374_927
928,VGLUT2,Splatter,Splat_374,Splat_374_928
929,HDC VGLUT2,Splatter,Splat_378,Splat_378_929
930,HDC VGLUT2,Splatter,Splat_378,Splat_378_930
931,HDC VGLUT2,Splatter,Splat_378,Splat_378_931
932,VGLUT2,Splatter,Splat_386,Splat_386_932
933,VGLUT2,Splatter,Splat_386,Splat_386_933
934,VGLUT2,Splatter,Splat_386,Splat_386_934
935,VGLUT2,Splatter,Splat_386,Splat_386_935
936,VGLUT2,Splatter,Splat_344,Splat_344_936
937,VGLUT2,Splatter,Splat_344,Splat_344_937
938,VGLUT2,Splatter,Splat_344,Splat_344_938
939,VGLUT2,Splatter,Splat_344,Splat_344_939
940,VGLUT2 VGLUT3,Amygdala excitatory,Amex_407,Amex_407_940
941,VGLUT2 VGLUT3,Amygdala excitatory,Amex_407,Amex_407_941
942,VGLUT2 VGLUT3,Amygdala excitatory,Amex_407,Amex_407_942
943,VGLUT2 VGLUT3,Amygdala excitatory,Amex_407,Amex_407_943
944,VGLUT2,Splatter,Splat_387,Splat_387_944
945,VGLUT2,Splatter,Splat_387,Splat_387_945
946,VGLUT2,Splatter,Splat_387,Splat_387_946
947,VGLUT2,Splatter,Splat_366,Splat_366_947
948,VGLUT2,Splatter,Splat_366,Splat_366_948
949,GLY,Splatter,Splat_379,Splat_379_949
950,GLY,Splatter,Splat_379,Splat_379_950
951,GLY,Splatter,Splat_380,Splat_380_951
952,GLY,Splatter,Splat_380,Splat_380_952
953,VGLUT2,Splatter,Splat_366,Splat_366_953
954,VGLUT2,Splatter,Splat_366,Splat_366_954
955,VGLUT2,Splatter,Splat_366,Splat_366_955
956,VGLUT2,Splatter,Splat_366,Splat_366_956
957,GLY,Splatter,Splat_380,Splat_380_957
958,GLY,Splatter,Splat_380,Splat_380_958
959,GLY,Splatter,Splat_380,Splat_380_959
960,GLY,Splatter,Splat_380,Splat_380_960
961,GLY,Splatter,Splat_380,Splat_380_961
962,VGLUT3,Splatter,Splat_396,Splat_396_962
963,VGLUT2,Splatter,Splat_344,Splat_344_963
964,VGLUT2,Splatter,Splat_343,Splat_343_964
965,VGLUT2,Splatter,Splat_398,Splat_398_965
966,VGLUT2,Splatter,Splat_387,Splat_387_966
967,VGLUT2,Splatter,Splat_387,Splat_387_967
968,VGLUT2,Splatter,Splat_387,Splat_387_968
969,VGLUT2,Splatter,Splat_387,Splat_387_969
970,VGLUT2,Splatter,Splat_387,Splat_387_970
971,VGLUT2,Splatter,Splat_387,Splat_387_971
972,GLY VGLUT2,Splatter,Splat_339,Splat_339_972
973,GLY VGLUT2,Splatter,Splat_339,Splat_339_973
974,VGLUT2,Splatter,Splat_388,Splat_388_974
975,VGLUT2,Splatter,Splat_388,Splat_388_975
976,VGLUT2,Splatter,Splat_388,Splat_388_976
977,VGLUT2,Splatter,Splat_388,Splat_388_977
978,VGLUT2,Splatter,Splat_373,Splat_373_978
979,VGLUT2,Splatter,Splat_373,Splat_373_979
980,VGLUT2,Splatter,Splat_373,Splat_373_980
981,VGLUT2,Splatter,Splat_373,Splat_373_981
982,VGLUT2,Splatter,Splat_373,Splat_373_982
983,VGLUT2,Splatter,Splat_373,Splat_373_983
984,VGLUT2,Splatter,Splat_373,Splat_373_984
985,VGLUT2,Splatter,Splat_373,Splat_373_985
986,VGLUT2,Splatter,Splat_373,Splat_373_986
987,VGLUT2,Thalamic excitatory,Thex_372,Thex_372_987
988,VGLUT2,Thalamic excitatory,Thex_372,Thex_372_988
989,VGLUT2,Thalamic excitatory,Thex_372,Thex_372_989
990,VGLUT2,Splatter,Splat_373,Splat_373_990
991,VGLUT2,Splatter,Splat_373,Splat_373_991
992,VGLUT2,Splatter,Splat_373,Splat_373_992
993,VGLUT2,Splatter,Splat_344,Splat_344_993
994,VGLUT2,Splatter,Splat_344,Splat_344_994
995,VGLUT2,Splatter,Splat_367,Splat_367_995
996,VGLUT2,Splatter,Splat_367,Splat_367_996
997,VGLUT2,Splatter,Splat_367,Splat_367_997
998,VGLUT2,Splatter,Splat_367,Splat_367_998
999,VGLUT2,Splatter,Splat_367,Splat_367_999
1000,VGLUT2,Splatter,Splat_367,Splat_367_1000
1001,VGLUT2,Splatter,Splat_367,Splat_367_1001
1002,VGLUT2,Splatter,Splat_367,Splat_367_1002
1003,VGLUT2,Splatter,Splat_367,Splat_367_1003
1004,VGLUT2,Splatter,Splat_367,Splat_367_1004
1005,VGLUT2,Splatter,Splat_367,Splat_367_1005
1006,VGLUT2,Splatter,Splat_364,Splat_364_1006
1007,VGLUT2,Splatter,Splat_367,Splat_367_1007
1008,VGLUT2,Splatter,Splat_367,Splat_367_1008
1009,VGLUT2,Splatter,Splat_367,Splat_367_1009
1010,VGLUT2,Splatter,Splat_364,Splat_364_1010
1011,VGLUT2,Splatter,Splat_364,Splat_364_1011
1012,VGLUT2,Splatter,Splat_368,Splat_368_1012
1013,VGLUT2,Splatter,Splat_394,Splat_394_1013
1014,VGLUT2,Splatter,Splat_394,Splat_394_1014
1015,VGLUT2,Splatter,Splat_370,Splat_370_1015
1016,VGLUT2,Splatter,Splat_371,Splat_371_1016
1017,VGLUT2,Splatter,Splat_371,Splat_371_1017
1018,VGLUT2,Splatter,Splat_370,Splat_370_1018
1019,VGLUT2,Splatter,Splat_370,Splat_370_1019
1020,VGLUT2,Splatter,Splat_370,Splat_370_1020
1021,VGLUT2,Splatter,Splat_370,Splat_370_1021
1022,VGLUT2,Splatter,Splat_370,Splat_370_1022
1023,VGLUT2,Splatter,Splat_370,Splat_370_1023
1024,VGLUT2,Splatter,Splat_370,Splat_370_1024
1025,VGLUT2,Splatter,Splat_370,Splat_370_1025
1026,VGLUT2,Splatter,Splat_370,Splat_370_1026
1027,VGLUT2,Splatter,Splat_370,Splat_370_1027
1028,VGLUT2,Splatter,Splat_370,Splat_370_1028
1029,VGLUT2,Splatter,Splat_370,Splat_370_1029
1030,VGLUT2,Splatter,Splat_369,Splat_369_1030
1031,VGLUT2,Splatter,Splat_370,Splat_370_1031
1032,VGLUT2,Splatter,Splat_369,Splat_369_1032
1033,VGLUT2,Splatter,Splat_369,Splat_369_1033
1034,VGLUT2,Splatter,Splat_369,Splat_369_1034
1035,VGLUT2,Splatter,Splat_370,Splat_370_1035
1036,VGLUT2,Splatter,Splat_369,Splat_369_1036
1037,VGLUT2,Splatter,Splat_369,Splat_369_1037
1038,VGLUT2,Splatter,Splat_369,Splat_369_1038
1039,VGLUT2,Splatter,Splat_369,Splat_369_1039
1040,VGLUT2,Splatter,Splat_369,Splat_369_1040
1041,VGLUT2,Splatter,Splat_369,Splat_369_1041
1042,VGLUT2,Splatter,Splat_369,Splat_369_1042
1043,VGLUT2,Splatter,Splat_369,Splat_369_1043
1044,VGLUT2,Splatter,Splat_369,Splat_369_1044
1045,VGLUT2,Splatter,Splat_369,Splat_369_1045
1046,VGLUT2,Splatter,Splat_369,Splat_369_1046
1047,VGLUT2 VGLUT3,Amygdala excitatory,Amex_407,Amex_407_1047
1048,VGLUT2 VGLUT3,Amygdala excitatory,Amex_407,Amex_407_1048
1049,VGLUT2 VGLUT3,Amygdala excitatory,Amex_407,Amex_407_1049
1050,VGLUT2,Splatter,Splat_374,Splat_374_1050
1051,VGLUT2,Splatter,Splat_340,Splat_340_1051
1052,VGLUT2,Splatter,Splat_340,Splat_340_1052
1053,VGLUT2,Splatter,Splat_340,Splat_340_1053
1054,VGLUT2,Splatter,Splat_367,Splat_367_1054
1055,VGLUT2,Splatter,Splat_367,Splat_367_1055
1056,VGLUT2,Splatter,Splat_366,Splat_366_1056
1057,VGLUT2,Splatter,Splat_364,Splat_364_1057
1058,VGLUT2,Splatter,Splat_368,Splat_368_1058
1059,VGLUT2,Splatter,Splat_384,Splat_384_1059
1060,VGLUT2,Splatter,Splat_364,Splat_364_1060
1061,VGLUT2,Splatter,Splat_364,Splat_364_1061
1062,VGLUT2,Splatter,Splat_364,Splat_364_1062
1063,VGLUT2,Splatter,Splat_364,Splat_364_1063
1064,VGLUT2,Splatter,Splat_364,Splat_364_1064
1065,VGLUT2,Splatter,Splat_364,Splat_364_1065
1066,VGLUT2,Splatter,Splat_364,Splat_364_1066
1067,VGLUT2,Splatter,Splat_364,Splat_364_1067
1068,VGLUT2,Splatter,Splat_364,Splat_364_1068
1069,VGLUT2,Splatter,Splat_364,Splat_364_1069
1070,VGLUT2,Thalamic excitatory,Thex_372,Thex_372_1070
1071,VGLUT2,Thalamic excitatory,Thex_372,Thex_372_1071
1072,VGLUT2,Thalamic excitatory,Thex_372,Thex_372_1072
1073,VGLUT2,Splatter,Splat_373,Splat_373_1073
1074,VGLUT2,Thalamic excitatory,Thex_372,Thex_372_1074
1075,VGLUT2,Thalamic excitatory,Thex_372,Thex_372_1075
1076,VGLUT2,Thalamic excitatory,Thex_372,Thex_372_1076
1077,VGLUT2,Thalamic excitatory,Thex_372,Thex_372_1077
1078,VGLUT2,Thalamic excitatory,Thex_372,Thex_372_1078
1079,VGLUT2,Thalamic excitatory,Thex_372,Thex_372_1079
1080,VGLUT2,Thalamic excitatory,Thex_372,Thex_372_1080
1081,VGLUT2,Thalamic excitatory,Thex_372,Thex_372_1081
1082,VGLUT2,Thalamic excitatory,Thex_372,Thex_372_1082
1083,VGLUT2,Thalamic excitatory,Thex_372,Thex_372_1083
1084,VGLUT2,Thalamic excitatory,Thex_459,Thex_459_1084
1085,VGLUT2,Thalamic excitatory,Thex_459,Thex_459_1085
1086,VGLUT2,Thalamic excitatory,Thex_459,Thex_459_1086
1087,VGLUT2,Thalamic excitatory,Thex_459,Thex_459_1087
1088,VGLUT2,Thalamic excitatory,Thex_459,Thex_459_1088
1089,VGLUT2,Thalamic excitatory,Thex_459,Thex_459_1089
1090,VGLUT2,Thalamic excitatory,Thex_459,Thex_459_1090
1091,VGLUT2,Thalamic excitatory,Thex_459,Thex_459_1091
1092,VGLUT2,Splatter,Splat_388,Splat_388_1092
1093,VGLUT2,Splatter,Splat_377,Splat_377_1093
1094,VGLUT2,Splatter,Splat_382,Splat_382_1094
1095,VGLUT2,Splatter,Splat_366,Splat_366_1095
1096,VGLUT2,Splatter,Splat_382,Splat_382_1096
1097,VGLUT2,Splatter,Splat_382,Splat_382_1097
1098,VGLUT2,Splatter,Splat_382,Splat_382_1098
1099,VGLUT2,Splatter,Splat_382,Splat_382_1099
1100,VGLUT2,Splatter,Splat_382,Splat_382_1100
1101,VGLUT2,Splatter,Splat_382,Splat_382_1101
1102,VGLUT2 VGLUT3,Splatter,Splat_383,Splat_383_1102
1103,VGLUT2 VGLUT3,Splatter,Splat_383,Splat_383_1103
1104,VGLUT2 VGLUT3,Splatter,Splat_383,Splat_383_1104
1105,VGLUT2 VGLUT3,Splatter,Splat_383,Splat_383_1105
1106,VGLUT2 VGLUT3,Splatter,Splat_383,Splat_383_1106
1107,VGLUT2 VGLUT3,Splatter,Splat_383,Splat_383_1107
1108,VGLUT2 VGLUT3,Splatter,Splat_383,Splat_383_1108
1109,VGLUT2 VGLUT3,Splatter,Splat_383,Splat_383_1109
1110,VGLUT2,Splatter,Splat_366,Splat_366_1110
1111,VGLUT2 VGLUT3,Splatter,Splat_383,Splat_383_1111
1112,VGLUT2 VGLUT3,Splatter,Splat_383,Splat_383_1112
1113,VGLUT2 VGLUT3,Splatter,Splat_383,Splat_383_1113
1114,VGLUT2 VGLUT3,Splatter,Splat_383,Splat_383_1114
1115,VGLUT2 VGLUT3,Splatter,Splat_383,Splat_383_1115
1116,VGLUT2 VGLUT3,Splatter,Splat_383,Splat_383_1116
1117,VGLUT2,Splatter,Splat_385,Splat_385_1117
1118,VGLUT2,Splatter,Splat_385,Splat_385_1118
1119,VGLUT2,Splatter,Splat_385,Splat_385_1119
1120,VGLUT2,Splatter,Splat_385,Splat_385_1120
1121,VGLUT2,Splatter,Splat_385,Splat_385_1121
1122,VGLUT2,Splatter,Splat_385,Splat_385_1122
1123,VGLUT2,Splatter,Splat_385,Splat_385_1123
1124,VGLUT2,Splatter,Splat_385,Splat_385_1124
1125,VGLUT2,Splatter,Splat_385,Splat_385_1125
1126,VGLUT2,Splatter,Splat_414,Splat_414_1126
1127,VGLUT2,Splatter,Splat_414,Splat_414_1127
1128,GABA HDC VGLUT2,Splatter,Splat_412,Splat_412_1128
1129,GABA HDC VGLUT2,Splatter,Splat_412,Splat_412_1129
1130,GABA HDC VGLUT2,Splatter,Splat_412,Splat_412_1130
1131,GABA HDC VGLUT2,Splatter,Splat_412,Splat_412_1131
1132,GABA HDC VGLUT2,Splatter,Splat_412,Splat_412_1132
1133,GABA HDC VGLUT2,Splatter,Splat_412,Splat_412_1133
1134,GABA HDC VGLUT2,Splatter,Splat_412,Splat_412_1134
1135,HDC,Splatter,Splat_432,Splat_432_1135
1136,GABA HDC VGLUT2,Splatter,Splat_412,Splat_412_1136
1137,GABA HDC VGLUT2,Splatter,Splat_412,Splat_412_1137
1138,GABA HDC VGLUT2,Splatter,Splat_412,Splat_412_1138
1139,GABA HDC VGLUT2,Splatter,Splat_412,Splat_412_1139
1140,VGLUT2,Splatter,Splat_413,Splat_413_1140
1141,VGLUT2,Splatter,Splat_413,Splat_413_1141
1142,VGLUT2,Splatter,Splat_413,Splat_413_1142
1143,VGLUT2,Splatter,Splat_413,Splat_413_1143
1144,VGLUT2,Splatter,Splat_413,Splat_413_1144
1145,VGLUT2,Splatter,Splat_413,Splat_413_1145
1146,VGLUT2,Splatter,Splat_413,Splat_413_1146
1147,VGLUT2,Splatter,Splat_413,Splat_413_1147
1148,VGLUT2,Splatter,Splat_413,Splat_413_1148
1149,VGLUT2,Splatter,Splat_413,Splat_413_1149
1150,VGLUT2,Splatter,Splat_413,Splat_413_1150
1151,VGLUT2,Splatter,Splat_413,Splat_413_1151
1152,VGLUT2,Splatter,Splat_420,Splat_420_1152
1153,VGLUT2,Splatter,Splat_420,Splat_420_1153
1154,VGLUT2,Mammillary body,Mmb_331,Mmb_331_1154
1155,VGLUT2,Mammillary body,Mmb_331,Mmb_331_1155
1156,VGLUT2,Mammillary body,Mmb_331,Mmb_331_1156
1157,GABA HDC VGLUT2,Splatter,Splat_412,Splat_412_1157
1158,GABA HDC VGLUT2,Splatter,Splat_412,Splat_412_1158
1159,HDC VGLUT2,Splatter,Splat_431,Splat_431_1159
1160,GABA HDC VGLUT2,Splatter,Splat_412,Splat_412_1160
1161,GABA HDC VGLUT2,Splatter,Splat_412,Splat_412_1161
1162,GABA VGLUT2,Splatter,Splat_415,Splat_415_1162
1163,GABA HDC VGLUT2,Splatter,Splat_412,Splat_412_1163
1164,GABA HDC VGLUT2,Splatter,Splat_412,Splat_412_1164
1165,GABA VGLUT2,Splatter,Splat_415,Splat_415_1165
1166,GABA VGLUT2,Splatter,Splat_415,Splat_415_1166
1167,GABA VGLUT2,Splatter,Splat_415,Splat_415_1167
1168,GABA VGLUT2,Splatter,Splat_415,Splat_415_1168
1169,GABA,Splatter,Splat_416,Splat_416_1169
1170,VGLUT2,Splatter,Splat_414,Splat_414_1170
1171,VGLUT2,Splatter,Splat_414,Splat_414_1171
1172,VGLUT2,Splatter,Splat_414,Splat_414_1172
1173,VGLUT2,Splatter,Splat_414,Splat_414_1173
1174,VGLUT2,Splatter,Splat_414,Splat_414_1174
1175,VGLUT2,Splatter,Splat_414,Splat_414_1175
1176,VGLUT2,Splatter,Splat_414,Splat_414_1176
1177,VGLUT2,Splatter,Splat_414,Splat_414_1177
1178,VGLUT2,Splatter,Splat_414,Splat_414_1178
1179,VGLUT2,Splatter,Splat_414,Splat_414_1179
1180,VGLUT2,Splatter,Splat_414,Splat_414_1180
1181,VGLUT2,Splatter,Splat_384,Splat_384_1181
1182,VGLUT2,Splatter,Splat_384,Splat_384_1182
1183,VGLUT2,Splatter,Splat_384,Splat_384_1183
1184,VGLUT2,Splatter,Splat_373,Splat_373_1184
1185,VGLUT2,Splatter,Splat_373,Splat_373_1185
1186,VGLUT2,Splatter,Splat_373,Splat_373_1186
1187,VGLUT2,Splatter,Splat_368,Splat_368_1187
1188,VGLUT2,Splatter,Splat_368,Splat_368_1188
1189,VGLUT2,Splatter,Splat_368,Splat_368_1189
1190,VGLUT2,Splatter,Splat_368,Splat_368_1190
1191,VGLUT2,Splatter,Splat_368,Splat_368_1191
1192,VGLUT2,Splatter,Splat_368,Splat_368_1192
1193,VGLUT2,Splatter,Splat_368,Splat_368_1193
1194,VGLUT2,Splatter,Splat_368,Splat_368_1194
1195,VGLUT2,Splatter,Splat_368,Splat_368_1195
1196,VGLUT2,Splatter,Splat_366,Splat_366_1196
1197,VGLUT2,Splatter,Splat_368,Splat_368_1197
1198,VGLUT2,Splatter,Splat_368,Splat_368_1198
1199,VGLUT2,Splatter,Splat_368,Splat_368_1199
1200,VGLUT2,Splatter,Splat_414,Splat_414_1200
1201,VGLUT2,Splatter,Splat_345,Splat_345_1201
1202,GABA VGLUT2,Splatter,Splat_415,Splat_415_1202
1203,VGLUT2,Splatter,Splat_373,Splat_373_1203
1204,VGLUT2,Splatter,Splat_366,Splat_366_1204
1205,VGLUT2,Splatter,Splat_368,Splat_368_1205
1206,VGLUT2,Splatter,Splat_413,Splat_413_1206
1207,VGLUT2,Splatter,Splat_366,Splat_366_1207
1208,VGLUT2,Splatter,Splat_366,Splat_366_1208
1209,VGLUT2,Splatter,Splat_368,Splat_368_1209
1210,VGLUT2,Splatter,Splat_370,Splat_370_1210
1211,VGLUT2,Splatter,Splat_369,Splat_369_1211
1212,VGLUT2,Splatter,Splat_368,Splat_368_1212
1213,VGLUT2,Splatter,Splat_368,Splat_368_1213
1214,VGLUT2,Splatter,Splat_368,Splat_368_1214
1215,VGLUT2,Splatter,Splat_368,Splat_368_1215
1216,VGLUT2,Splatter,Splat_384,Splat_384_1216
1217,VGLUT2,Splatter,Splat_385,Splat_385_1217
1218,VGLUT2,Splatter,Splat_384,Splat_384_1218
1219,VGLUT2,Splatter,Splat_376,Splat_376_1219
1220,VGLUT2 VGLUT3,Splatter,Splat_383,Splat_383_1220
1221,VGLUT2,Splatter,Splat_376,Splat_376_1221
1222,VGLUT2,Splatter,Splat_376,Splat_376_1222
1223,VGLUT2,Splatter,Splat_376,Splat_376_1223
1224,VGLUT2,Splatter,Splat_376,Splat_376_1224
1225,VGLUT2,Splatter,Splat_376,Splat_376_1225
1226,VGLUT2,Splatter,Splat_376,Splat_376_1226
1227,GABA VGLUT2,Splatter,Splat_365,Splat_365_1227
1228,GABA VGLUT2,Splatter,Splat_365,Splat_365_1228
1229,GABA VGLUT2,Splatter,Splat_365,Splat_365_1229
1230,VGLUT2,Splatter,Splat_368,Splat_368_1230
1231,VGLUT2,Splatter,Splat_384,Splat_384_1231
1232,GABA VGLUT2,Splatter,Splat_365,Splat_365_1232
1233,GABA VGLUT2,Splatter,Splat_365,Splat_365_1233
1234,GABA VGLUT2,Splatter,Splat_365,Splat_365_1234
1235,GABA VGLUT2,Splatter,Splat_365,Splat_365_1235
1236,GABA,Splatter,Splat_390,Splat_390_1236
1237,VGLUT2,Splatter,Splat_394,Splat_394_1237
1238,GABA,Splatter,Splat_362,Splat_362_1238
1239,GABA VGLUT2,Splatter,Splat_365,Splat_365_1239
1240,GABA VGLUT2,Splatter,Splat_365,Splat_365_1240
1241,GABA VGLUT2,Splatter,Splat_365,Splat_365_1241
1242,VGLUT2,Splatter,Splat_366,Splat_366_1242
1243,GABA VGLUT2,Splatter,Splat_365,Splat_365_1243
1244,GABA VGLUT2,Splatter,Splat_365,Splat_365_1244
1245,GABA VGLUT2,Splatter,Splat_365,Splat_365_1245
1246,GABA VGLUT2,Splatter,Splat_365,Splat_365_1246
1247,GABA VGLUT2,Splatter,Splat_365,Splat_365_1247
1248,GABA VGLUT2,Splatter,Splat_365,Splat_365_1248
1249,GABA VGLUT2,Splatter,Splat_365,Splat_365_1249
1250,GABA VGLUT2,Splatter,Splat_365,Splat_365_1250
1251,GABA VGLUT2,Splatter,Splat_365,Splat_365_1251
1252,GABA VGLUT2,Splatter,Splat_365,Splat_365_1252
1253,GABA VGLUT2,Splatter,Splat_365,Splat_365_1253
1254,GABA VGLUT2,Splatter,Splat_365,Splat_365_1254
1255,GABA VGLUT2,Splatter,Splat_365,Splat_365_1255
1256,GABA VGLUT2,Splatter,Splat_365,Splat_365_1256
1257,GABA,Splatter,Splat_355,Splat_355_1257
1258,GABA VGLUT2,Splatter,Splat_365,Splat_365_1258
1259,GABA VGLUT2,Splatter,Splat_365,Splat_365_1259
1260,GABA VGLUT2,Splatter,Splat_365,Splat_365_1260
1261,GABA VGLUT2,Splatter,Splat_365,Splat_365_1261
1262,GABA VGLUT2,Splatter,Splat_365,Splat_365_1262
1263,VGLUT2,Splatter,Splat_366,Splat_366_1263
1264,GABA VGLUT2,Splatter,Splat_365,Splat_365_1264
1265,GABA VGLUT2,Splatter,Splat_365,Splat_365_1265
1266,GABA VGLUT2,Splatter,Splat_365,Splat_365_1266
1267,GABA VGLUT2,Splatter,Splat_365,Splat_365_1267
1268,VGLUT2,Splatter,Splat_366,Splat_366_1268
1269,VGLUT2,Splatter,Splat_344,Splat_344_1269
1270,VGLUT2,Splatter,Splat_366,Splat_366_1270
1271,VGLUT2,Splatter,Splat_366,Splat_366_1271
1272,VGLUT2,Splatter,Splat_387,Splat_387_1272
1273,VGLUT3,Splatter,Splat_396,Splat_396_1273
1274,VGLUT3,Splatter,Splat_396,Splat_396_1274
1275,VGLUT3,Splatter,Splat_396,Splat_396_1275
1276,VGLUT3,Splatter,Splat_396,Splat_396_1276
1277,VGLUT3,Splatter,Splat_396,Splat_396_1277
1278,VGLUT3,Splatter,Splat_396,Splat_396_1278
1279,VGLUT3,Splatter,Splat_396,Splat_396_1279
1280,VGLUT2,Mammillary body,Mmb_332,Mmb_332_1280
1281,VGLUT2,Mammillary body,Mmb_332,Mmb_332_1281
1282,VGLUT2,Mammillary body,Mmb_332,Mmb_332_1282
1283,VGLUT2,Mammillary body,Mmb_332,Mmb_332_1283
1284,HDC VGLUT2,Mammillary body,Mmb_333,Mmb_333_1284
1285,HDC VGLUT2,Mammillary body,Mmb_333,Mmb_333_1285
1286,HDC VGLUT2,Mammillary body,Mmb_333,Mmb_333_1286
1287,VGLUT2,Splatter,Splat_414,Splat_414_1287
1288,HDC VGLUT2,Mammillary body,Mmb_333,Mmb_333_1288
1289,HDC VGLUT2,Mammillary body,Mmb_333,Mmb_333_1289
1290,HDC VGLUT2,Mammillary body,Mmb_333,Mmb_333_1290
1291,VGLUT2,Splatter,Splat_376,Splat_376_1291
1292,VGLUT2,Splatter,Splat_374,Splat_374_1292
1293,VGLUT2,Splatter,Splat_374,Splat_374_1293
1294,VGLUT2,Splatter,Splat_374,Splat_374_1294
1295,GABA,Splatter,Splat_357,Splat_357_1295
1296,GABA,Splatter,Splat_355,Splat_355_1296
1297,GABA,Splatter,Splat_358,Splat_358_1297
1298,GABA,Splatter,Splat_358,Splat_358_1298
1299,GABA,Splatter,Splat_358,Splat_358_1299
1300,GABA,Splatter,Splat_358,Splat_358_1300
1301,GABA,Splatter,Splat_358,Splat_358_1301
1302,GABA,Splatter,Splat_361,Splat_361_1302
1303,GABA,Splatter,Splat_361,Splat_361_1303
1304,GABA,Splatter,Splat_357,Splat_357_1304
1305,GABA,Splatter,Splat_357,Splat_357_1305
1306,GABA,Splatter,Splat_357,Splat_357_1306
1307,GABA,Splatter,Splat_357,Splat_357_1307
1308,GABA,Splatter,Splat_357,Splat_357_1308
1309,GABA,Splatter,Splat_357,Splat_357_1309
1310,GABA,Splatter,Splat_357,Splat_357_1310
1311,GABA,Splatter,Splat_357,Splat_357_1311
1312,GABA,Splatter,Splat_357,Splat_357_1312
1313,GABA,Splatter,Splat_357,Splat_357_1313
1314,GABA,Splatter,Splat_358,Splat_358_1314
1315,GABA,Splatter,Splat_358,Splat_358_1315
1316,GABA,Splatter,Splat_358,Splat_358_1316
1317,GABA,Splatter,Splat_358,Splat_358_1317
1318,GABA,Splatter,Splat_359,Splat_359_1318
1319,GABA,Splatter,Splat_359,Splat_359_1319
1320,GABA,Splatter,Splat_359,Splat_359_1320
1321,GABA,Splatter,Splat_359,Splat_359_1321
1322,GABA,Splatter,Splat_359,Splat_359_1322
1323,GABA,Splatter,Splat_359,Splat_359_1323
1324,GABA,Splatter,Splat_359,Splat_359_1324
1325,GABA,Splatter,Splat_357,Splat_357_1325
1326,GABA,Splatter,Splat_357,Splat_357_1326
1327,GABA,Splatter,Splat_357,Splat_357_1327
1328,GABA,Splatter,Splat_390,Splat_390_1328
1329,GABA,Splatter,Splat_390,Splat_390_1329
1330,GABA,Splatter,Splat_390,Splat_390_1330
1331,GABA,Splatter,Splat_390,Splat_390_1331
1332,GABA,Splatter,Splat_390,Splat_390_1332
1333,GABA,Splatter,Splat_390,Splat_390_1333
1334,GABA,Splatter,Splat_354,Splat_354_1334
1335,GABA,Splatter,Splat_356,Splat_356_1335
1336,GABA,Splatter,Splat_356,Splat_356_1336
1337,GABA,Splatter,Splat_356,Splat_356_1337
1338,GABA,Splatter,Splat_362,Splat_362_1338
1339,GABA,Splatter,Splat_362,Splat_362_1339
1340,GABA,Splatter,Splat_389,Splat_389_1340
1341,GABA,Splatter,Splat_389,Splat_389_1341
1342,GABA,Splatter,Splat_356,Splat_356_1342
1343,GABA,Splatter,Splat_356,Splat_356_1343
1344,GABA,Splatter,Splat_356,Splat_356_1344
1345,GABA,Splatter,Splat_356,Splat_356_1345
1346,GABA,Splatter,Splat_356,Splat_356_1346
1347,GABA,Splatter,Splat_356,Splat_356_1347
1348,GABA,Splatter,Splat_356,Splat_356_1348
1349,GABA,Splatter,Splat_356,Splat_356_1349
1350,GABA,Splatter,Splat_356,Splat_356_1350
1351,GABA,Splatter,Splat_356,Splat_356_1351
1352,GABA,Splatter,Splat_356,Splat_356_1352
1353,GABA,Splatter,Splat_358,Splat_358_1353
1354,GABA,Splatter,Splat_356,Splat_356_1354
1355,GABA,Splatter,Splat_356,Splat_356_1355
1356,GABA,Splatter,Splat_356,Splat_356_1356
1357,GABA,Splatter,Splat_356,Splat_356_1357
1358,GABA,Splatter,Splat_356,Splat_356_1358
1359,GABA,Splatter,Splat_356,Splat_356_1359
1360,GABA,Splatter,Splat_356,Splat_356_1360
1361,GABA,Splatter,Splat_356,Splat_356_1361
1362,VGLUT2,Splatter,Splat_366,Splat_366_1362
1363,VGLUT2,Splatter,Splat_366,Splat_366_1363
1364,VGLUT2,Splatter,Splat_366,Splat_366_1364
1365,GABA,Splatter,Splat_381,Splat_381_1365
1366,GABA,Splatter,Splat_381,Splat_381_1366
1367,GABA,Splatter,Splat_362,Splat_362_1367
1368,GABA,Splatter,Splat_362,Splat_362_1368
1369,GABA,Splatter,Splat_381,Splat_381_1369
1370,GABA,Splatter,Splat_381,Splat_381_1370
1371,GLY,Splatter,Splat_380,Splat_380_1371
